Feature	Mean Rank
915	1.0
3635	2.0
5170	3.0
3113	4.0
8517	5.0
8915	6.0
5335	7.0
3108	8.0
3111	9.0
1445	10.0
5296	11.0
84433	12.0
55824	13.0
917	14.0
3115	15.0
10892	16.0
5295	17.0
6955	18.0
3118	19.0
9402	20.0
3109	21.0
3937	22.0
2533	23.0
5788	24.0
7454	25.0
6885	26.0
5291	27.0
5062	28.0
50852	29.0
7334	30.0
27040	31.0
51466	32.0
4690	33.0
5290	34.0
916	35.0
4790	36.0
7408	37.0
8767	38.0
1147	39.0
55740	40.0
5058	41.0
5728	42.0
6957	43.0
3932	44.0
3702	45.0
7535	46.0
919	47.0
23118	48.0
5588	49.0
5970	50.0
920	51.0
3122	52.0
3127	53.0
7189	54.0
4792	55.0
3551	56.0
