Feature	Mean Rank
959	1.0
135250	2.0
3687	3.0
8517	4.0
8411	5.0
3134	6.0
3812	7.0
55423	8.0
735	9.0
7525	10.0
8174	11.0
3386	12.0
2213	13.0
10461	14.0
3655	15.0
712	16.0
10859	17.0
915	18.0
975	19.0
8764	20.0
7454	21.0
6403	22.0
7010	23.0
8140	24.0
961	25.0
2335	26.0
3802	27.0
947	28.0
3897	29.0
3929	30.0
5170	31.0
54106	32.0
11126	33.0
3635	34.0
941	35.0
682	36.0
148022	37.0
4312	38.0
629	39.0
28378	40.0
2147	41.0
5478	42.0
55824	43.0
131450	44.0
10333	45.0
6693	46.0
1493	47.0
916	48.0
84433	49.0
353376	50.0
5296	51.0
2353	52.0
80328	53.0
917	54.0
731	55.0
5196	56.0
9252	57.0
10225	58.0
7408	59.0
2621	60.0
1845	61.0
7097	62.0
3805	63.0
3265	64.0
999	65.0
940	66.0
23308	67.0
9261	68.0
3133	69.0
5595	70.0
1277	71.0
5515	72.0
929	73.0
1525	74.0
3683	75.0
10747	76.0
4792	77.0
58494	78.0
11035	79.0
57126	80.0
2534	81.0
80380	82.0
6197	83.0
4153	84.0
5062	85.0
6566	86.0
7099	87.0
6885	88.0
5817	89.0
10870	90.0
3109	91.0
5648	92.0
3111	93.0
644076	94.0
56253	95.0
10892	96.0
3654	97.0
732	98.0
5600	99.0
8915	100.0
29851	101.0
23428	102.0
7096	103.0
117145	104.0
5777	105.0
285	106.0
10219	107.0
5519	108.0
717	109.0
23539	110.0
567	111.0
958	112.0
5526	113.0
9123	114.0
1432	115.0
729	116.0
3702	117.0
64145	118.0
5599	119.0
2533	120.0
2886	121.0
253260	122.0
942	123.0
5289	124.0
5175	125.0
5627	126.0
6654	127.0
6404	128.0
1326	129.0
9450	130.0
284	131.0
4893	132.0
5133	133.0
3675	134.0
4793	135.0
482	136.0
5525	137.0
5598	138.0
11024	139.0
4615	140.0
64223	141.0
914	142.0
7334	143.0
51744	144.0
1278	145.0
11006	146.0
7189	147.0
5728	148.0
5197	149.0
3695	150.0
338	151.0
3118	152.0
4277	153.0
10666	154.0
5516	155.0
7314	156.0
3811	157.0
733	158.0
8832	159.0
5290	160.0
11213	161.0
3135	162.0
5970	163.0
5819	164.0
23759	165.0
4690	166.0
5624	167.0
120425	168.0
9056	169.0
4790	170.0
9057	171.0
3688	172.0
3845	173.0
6520	174.0
57761	175.0
1846	176.0
4214	177.0
3678	178.0
6195	179.0
5058	180.0
257397	181.0
30849	182.0
4067	183.0
5528	184.0
6957	185.0
3108	186.0
7056	187.0
5606	188.0
3127	189.0
5608	190.0
483	191.0
6955	192.0
80329	193.0
481	194.0
3122	195.0
5588	196.0
7409	197.0
9402	198.0
5879	199.0
9046	200.0
54210	201.0
713	202.0
79109	203.0
1386	204.0
51295	205.0
1848	206.0
6714	207.0
4205	208.0
7100	209.0
715	210.0
3661	211.0
962	212.0
3113	213.0
3385	214.0
1147	215.0
23643	216.0
7305	217.0
10000	218.0
4791	219.0
6416	220.0
3804	221.0
6464	222.0
3684	223.0
10990	224.0
59307	225.0
4099	226.0
9020	227.0
7412	228.0
4064	229.0
3685	230.0
140885	231.0
2888	232.0
718	233.0
23657	234.0
3383	235.0
51311	236.0
4973	237.0
27040	238.0
4208	239.0
716	240.0
114609	241.0
23118	242.0
5605	243.0
5604	244.0
5291	245.0
208	246.0
998	247.0
6402	248.0
51466	249.0
3690	250.0
51378	251.0
857	252.0
1849	253.0
925	254.0
51284	255.0
2885	256.0
5781	257.0
11025	258.0
5527	259.0
29110	260.0
3665	261.0
8519	262.0
919	263.0
3551	264.0
1445	265.0
714	266.0
151888	267.0
727	268.0
920	269.0
10288	270.0
5295	271.0
965	272.0
1385	273.0
3932	274.0
8737	275.0
5335	276.0
7098	277.0
5518	278.0
3115	279.0
5594	280.0
51135	281.0
11136	282.0
3824	283.0
7535	284.0
2002	285.0
3725	286.0
79465	287.0
8767	288.0
730	289.0
83700	290.0
90952	291.0
9641	292.0
2207	293.0
5609	294.0
3689	295.0
3384	296.0
55740	297.0
2475	298.0
5601	299.0
51206	300.0
29126	301.0
3676	302.0
50852	303.0
10454	304.0
5788	305.0
3937	306.0
56301	307.0
207	308.0
5602	309.0
50848	310.0
6196	311.0
2214	312.0
466	313.0
