Feature	Mean Rank
11168	1.0
5478	2.0
5440	3.0
6875	4.0
11097	5.0
6749	6.0
23225	7.0
904	8.0
6921	9.0
2547	10.0
4927	11.0
129401	12.0
348995	13.0
5432	14.0
5901	15.0
55746	16.0
8086	17.0
3978	18.0
7514	19.0
2965	20.0
2957	21.0
2962	22.0
5430	23.0
5434	24.0
5441	25.0
5903	26.0
6881	27.0
6883	28.0
4331	29.0
5431	30.0
23279	31.0
6923	32.0
8732	33.0
79902	34.0
6917	35.0
2963	36.0
8178	37.0
6882	38.0
9688	39.0
81929	40.0
8815	41.0
6880	42.0
3159	43.0
2071	44.0
6827	45.0
6872	46.0
8731	47.0
5439	48.0
920	49.0
2958	50.0
2237	51.0
6884	52.0
6874	53.0
5902	54.0
4686	55.0
25920	56.0
10762	57.0
1022	58.0
9883	59.0
5435	60.0
2959	61.0
6829	62.0
2967	63.0
6877	64.0
5433	65.0
2068	66.0
3981	67.0
5436	68.0
7469	69.0
1025	70.0
8480	71.0
902	72.0
2968	73.0
57122	74.0
6924	75.0
8021	76.0
7175	77.0
6878	78.0
5905	79.0
7852	80.0
5437	81.0
51497	82.0
5438	83.0
11198	84.0
79023	85.0
2961	86.0
6908	87.0
9972	88.0
23165	89.0
2960	90.0
22916	91.0
7518	92.0
23511	93.0
4928	94.0
7520	95.0
9818	96.0
7936	97.0
53371	98.0
9150	99.0
9631	100.0
1234	101.0
