# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
6009	1.0
5140	2.0
1975	3.0
5563	4.0
29904	5.0
2475	6.0
5564	7.0
7249	8.0
2247	9.0
8817	10.0
5894	11.0
5594	12.0
5571	13.0
1977	14.0
3643	15.0
8823	16.0
5494	17.0
6198	18.0
2246	19.0
2264	20.0
5296	21.0
5170	22.0
3845	23.0
5595	24.0
55437	25.0
2253	26.0
9365	27.0
54106	28.0
6794	29.0
2252	30.0
2549	31.0
1796	32.0
4893	33.0
7529	34.0
92335	35.0
2249	36.0
2254	37.0
6654	38.0
2250	39.0
57521	40.0
2255	41.0
10818	42.0
2263	43.0
5289	44.0
57761	45.0
2248	46.0
27006	47.0
1981	48.0
8074	49.0
2260	50.0
9965	51.0
64223	52.0
5295	53.0
51719	54.0
2885	55.0
1978	56.0
8822	57.0
117145	58.0
5604	59.0
5291	60.0
208	61.0
8660	62.0
5781	63.0
3265	64.0
26281	65.0
2251	66.0
30849	67.0
5562	68.0
5605	69.0
2261	70.0
81617	71.0
53632	72.0
51422	73.0
5565	74.0
6194	75.0
5290	76.0
7248	77.0
