# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
5533	1.6111111111111112
81579	4.333333333333333
8681	4.944444444444445
84647	6.388888888888889
5582	7.111111111111111
63928	8.38888888888889
5335	9.277777777777779
5603	9.5
5295	9.5
4775	12.333333333333334
5336	12.833333333333334
1432	13.11111111111111
5894	13.88888888888889
4846	14.666666666666666
998	16.88888888888889
5881	17.72222222222222
9261	18.5
5322	18.833333333333332
25759	22.444444444444443
4776	23.166666666666668
30814	24.166666666666668
5291	25.055555555555557
5880	27.444444444444443
207	28.333333333333332
5320	28.555555555555557
5321	29.944444444444443
26279	30.444444444444443
5600	30.666666666666668
6300	31.0
5319	31.5
5534	31.61111111111111
50487	32.666666666666664
5293	34.833333333333336
5579	36.833333333333336
11261	37.888888888888886
842	39.22222222222222
5290	39.27777777777778
5595	39.94444444444444
64600	40.611111111111114
5578	40.72222222222222
10725	40.72222222222222
208	41.611111111111114
3265	42.44444444444444
5532	43.111111111111114
5747	44.333333333333336
5829	45.22222222222222
5743	45.27777777777778
5296	45.55555555555556
10000	46.333333333333336
5605	46.44444444444444
5594	47.666666666666664
3791	50.5
6714	50.833333333333336
23533	52.611111111111114
5294	53.111111111111114
7422	53.833333333333336
9047	54.611111111111114
8398	55.111111111111114
5530	55.77777777777778
8877	57.166666666666664
4772	58.388888888888886
3845	58.5
56848	58.5
7867	58.611111111111114
8503	58.666666666666664
4773	58.72222222222222
5879	59.666666666666664
4893	62.72222222222222
572	62.77777777777778
