# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
3551	1.15
5728	2.7
3127	3.85
917	4.05
916	4.55
920	6.8
84433	8.6
3119	11.55
3932	11.6
7335	12.45
4790	13.3
3109	13.95
10892	15.0
3635	15.05
7189	15.2
3122	16.25
4792	16.3
3112	16.5
915	18.4
5296	21.85
5970	22.65
5588	22.7
50852	23.0
3118	23.6
8517	24.5
3113	25.9
23118	26.0
1147	26.05
3111	27.2
7334	30.85
5290	31.0
5291	31.35
8767	31.5
3125	32.0
6885	34.3
8915	34.45
5295	36.95
3117	37.5
5170	37.95
3123	38.1
3115	38.95
919	39.85
3108	40.55
