1	0.0142505451
10	-0.0993787229
100	0.5644687732
1000	-0.0831022775
10000	0.5568946137
10001	1.0736251433
10002	-0.0994852708
10003	-0.1183452965
100033398	0.3557380214
100033399	-0.0851024035
100037267	-0.1009527339
100037417	0.0368606615
100038246	0.1448558484
10004	-0.0004647376
100048912	-0.0318606335
100049587	0.8698201233
100049716	0.0403187436
10005	0.2909862683
10006	1.3802829267
10007	0.2984891324
10008	0.0495228829
10009	0.9157996399
100093630	1.3513803879
100093717	0.2204088903
1001	-0.0296625563
10010	0.8696197396
100101126	0.3754846686
100101246	0.2263699964
100101266	0.0168945778
100101267	0.4813232336
100101405	-0.0152607735
100101467	-0.0035733555
100101483	0.2119153215
100101917	0.0219777760
100101932	-0.0896258967
100101935	-0.0616848697
10011	0.5552573222
100113373	0.2832152706
100113375	0.0057403073
100113377	-0.0119711027
100113384	-0.0775776299
100113407	1.2187932656
100114903	-0.2763633430
100124332	-0.2032737514
100124402	0.1847249946
100124692	-0.0466228857
100124700	-0.0428647545
100125288	0.0075352473
100125387	-0.0662186774
100125393	-0.3697676492
100125556	-0.1315792786
100126296	-0.1298427832
100126307	0.2173646293
100126348	-0.3618405307
100126474	-0.2978215132
100126475	-0.0674747801
100126476	-0.2130839281
100126477	-0.1865928947
100126481	-0.1227212338
100126483	-0.2169131749
100126484	-0.2075357970
100126485	-0.0521231824
100126487	-0.1358126029
100126488	-0.0941373052
100126489	-0.3427017898
100126491	-0.2830402665
100126493	-0.2807288812
100126495	0.0533075246
100126496	-0.0609648352
100126497	0.1108849548
100126499	-0.1070146354
100126500	-0.1749725421
100126501	-0.2660217737
100126503	-0.0861971214
100126504	-0.5284167859
100126506	-0.1671609444
100126509	0.0412591855
100126510	0.0210829993
100126512	-0.2302847099
100126513	-0.0380676767
100126514	0.0658377578
100126516	0.4980826951
100126517	0.1383525087
100126518	0.2044663664
100126520	0.0289934819
100126521	0.0525517503
100126524	-0.3351790448
100126526	-0.0775206598
100126527	-0.1306530118
100126531	-0.2074884091
100126693	-0.4337487590
100126784	-0.2184491618
100127206	-0.1176032379
100127886	0.1355067429
100127887	0.0578368633
100127888	-0.0812026331
100127889	0.0539849473
100127891	-0.0088293766
100127895	-0.1716666101
100127897	-0.0817586961
100127898	0.0077090698
100127899	-0.1898396361
100127901	0.2342156337
100127904	-0.0076741102
100127905	-0.3756071728
100127907	0.2670845534
100127911	0.1573666281
100127912	0.0841731727
100127914	-0.2321688272
100127917	-0.0832921823
