# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
284	2.45
1435	3.8
3109	6.15
534	7.1
6364	7.15
8600	7.5
54	8.5
7423	8.8
3127	10.85
1514	10.9
3569	11.35
23545	12.85
6352	14.45
9114	15.55
3118	18.0
3458	19.35
3119	22.55
7042	23.15
51382	24.25
3683	24.85
3725	25.8
3600	26.0
535	27.05
7124	27.25
7010	28.0
529	28.1
3589	28.2
525	29.55
127124	30.65
8792	32.2
245973	33.3
51606	34.35
155066	35.55
4050	36.0
8741	38.65
941	39.15
3576	39.5
537	40.0
7422	40.9
50617	42.2
5228	43.7
3115	43.7
7099	43.9
10312	43.95
3122	44.95
527	46.9
1513	47.15
4314	49.05
7097	49.55
3112	50.75
6347	51.65
90423	53.1
526	53.8
2321	55.3
8992	56.95
3113	57.35
6374	57.6
3689	57.95
942	59.4
10673	59.65
414062	60.8
528	62.0
51561	62.85
1493	62.9
6372	63.0
3117	63.1
3126	63.65
533	64.95
6349	66.15
6348	66.35
3383	66.6
2353	66.65
4312	69.45
3606	70.2
3108	71.45
2919	74.3
7043	74.75
3111	75.65
3123	75.7
940	75.8
245972	76.2
3605	76.75
6387	77.0
3125	77.2
523	79.7
3552	79.95
7040	80.45
3553	81.2
9296	84.0
9550	84.25
1437	84.7
