# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
5568	5.4
80319	7.45
89780	8.85
5518	9.15
324	10.2
7479	11.6
8312	12.0
5602	12.15
85409	12.15
54361	13.75
64840	15.4
595	15.9
5331	16.4
57216	17.2
6425	18.0
64321	19.25
8322	21.15
11197	21.75
11211	23.05
6932	24.9
2535	25.25
1387	27.95
27121	28.5
4772	28.85
4088	28.95
83439	30.6
1454	31.95
4776	33.3
5527	33.85
6934	36.85
5601	37.35
5530	37.35
63928	40.25
7855	40.45
23291	41.6
5519	41.95
5525	41.95
10023	42.9
817	43.95
8061	44.9
5578	46.0
1459	46.05
51701	46.4
79718	46.5
4087	46.6
81839	47.6
9978	49.05
7474	49.3
4316	50.1
10297	52.9
5567	53.05
3725	55.75
57680	56.15
8607	56.3
90665	57.9
8313	58.7
6477	59.9
894	60.0
7478	60.2
7481	61.1
5532	62.85
5880	63.35
8321	63.65
8325	64.65
7471	64.85
23236	65.15
6500	65.9
59343	67.55
7475	68.05
5566	69.25
7476	71.35
6093	71.8
27123	72.5
818	76.3
5663	77.55
7472	77.95
5879	81.1
5613	81.3
5599	81.35
1487	82.05
11261	82.15
1452	83.15
7483	83.2
4040	84.1
1855	85.0
816	85.75
122011	87.35
85407	87.45
5330	88.2
4041	88.3
8454	89.6
5332	91.2
387	92.5
23002	95.0
9350	97.0
4609	97.35
7976	97.35
5516	99.9
166336	101.05
144165	101.95
896	102.6
9475	102.8
7473	103.85
6424	104.1
6885	104.7
7484	105.7
5467	106.35
1499	107.05
5535	108.05
8323	108.75
5582	110.05
7480	110.95
5515	111.6
51384	111.8
1488	112.4
23500	112.45
2033	114.55
8945	114.7
56998	115.55
7482	116.75
27101	117.0
4775	117.7
6907	119.0
4089	119.25
5526	120.35
5881	121.45
8326	121.75
5528	121.75
5533	122.4
5534	123.25
23401	124.1
80326	124.5
81029	124.8
51176	127.5
2932	128.05
7477	128.45
1457	129.25
8324	129.4
6422	130.25
22943	130.65
7157	131.15
1856	131.85
6423	132.1
1857	132.65
5529	132.85
5579	133.3
10725	134.75
815	135.5
1460	135.7
4773	139.55
