# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
108	3.85
2770	6.2
5605	6.85
5568	7.1
11211	7.75
89780	8.6
5331	10.3
1906	13.2
6932	13.35
5567	13.5
10488	15.2
5578	15.6
54361	15.95
7299	17.0
8322	18.5
2535	19.0
7479	20.35
7471	20.7
5613	21.5
6934	22.9
148327	23.1
5594	23.15
23236	26.75
7474	26.8
84699	27.0
7855	27.25
5604	28.2
5566	29.35
1387	32.5
83439	33.15
7472	33.8
434	34.5
7475	36.65
4286	38.3
1638	39.0
8321	39.05
817	40.2
7478	40.25
64764	41.55
7483	44.25
2771	44.25
2778	45.55
818	45.65
163688	46.2
51806	47.1
2775	48.45
816	49.4
112	49.5
1855	50.5
7476	51.05
3265	51.15
8325	51.4
90993	52.6
5330	54.15
7481	54.75
2773	56.45
3845	57.0
1910	57.4
196883	58.7
3815	60.4
805	60.7
114	61.6
7976	62.3
2776	63.45
7482	63.6
7473	64.3
113	65.1
5579	66.25
5443	66.8
801	69.15
5894	69.6
81029	70.5
51176	72.05
1499	72.7
4157	73.35
115	74.4
111	74.95
5582	75.45
5595	75.65
109	75.95
4893	80.3
4254	81.2
7306	81.65
815	81.85
8323	82.05
2033	82.8
5332	83.8
1857	83.85
51384	84.0
1385	85.0
2932	85.0
8326	85.6
7477	86.55
107	87.45
810	87.55
7484	87.6
80326	87.8
808	90.45
8324	90.8
7480	91.4
1856	92.6
