# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
79959	1.0
10733	2.0
1069	3.0
80254	4.0
9088	5.0
80321	6.0
23332	7.0
9738	8.0
5048	9.0
22994	10.0
993	11.0
994	12.0
7514	13.0
7840	14.0
114791	15.0
983	16.0
8900	17.0
1781	18.0
995	19.0
7465	20.0
1639	21.0
203068	22.0
27229	23.0
7283	24.0
5577	25.0
9793	26.0
10426	27.0
8655	28.0
55142	29.0
10142	30.0
11116	31.0
54820	32.0
9814	33.0
10383	34.0
22995	35.0
121441	36.0
10382	37.0
22981	38.0
55125	39.0
10844	40.0
22897	41.0
9702	42.0
11190	43.0
95681	44.0
8636	45.0
984	46.0
1022	47.0
5566	48.0
7277	49.0
11064	50.0
891	51.0
902	52.0
11258	53.0
5518	54.0
1778	55.0
10121	56.0
7531	57.0
55835	58.0
9662	59.0
80184	60.0
7532	61.0
4926	62.0
1454	63.0
4957	64.0
85378	65.0
890	66.0
4331	67.0
10540	68.0
5116	69.0
27175	70.0
55722	71.0
84131	72.0
9133	73.0
55755	74.0
3320	75.0
7846	76.0
22919	77.0
5108	78.0
4751	79.0
1453	80.0
8481	81.0
10806	82.0
