Feature	Mean Rank
5269	1.0
5163	2.0
2319	3.0
10211	4.0
7533	5.0
2151	6.0
5595	7.0
5894	8.0
6197	9.0
10971	10.0
6196	11.0
867	12.0
5770	13.0
10580	14.0
10487	15.0
4012	16.0
8660	17.0
50855	18.0
3484	19.0
208	20.0
5290	21.0
998	22.0
6655	23.0
5728	24.0
10000	25.0
5295	26.0
6517	27.0
5594	28.0
6195	29.0
6464	30.0
3667	31.0
3636	32.0
8471	33.0
7529	34.0
2931	35.0
7534	36.0
6198	37.0
2810	38.0
207	39.0
56288	40.0
2885	41.0
2932	42.0
6654	43.0
5293	44.0
1029	45.0
7531	46.0
7532	47.0
5540	48.0
23476	49.0
