# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
3113	1.5555555555555556
3688	4.111111111111111
51606	6.944444444444445
811	10.055555555555555
3122	11.61111111111111
81027	12.222222222222221
127124	14.055555555555555
6441	14.055555555555555
9554	14.11111111111111
29927	14.222222222222221
3133	15.944444444444445
7060	16.27777777777778
3123	19.11111111111111
535	19.5
10376	19.77777777777778
4153	21.5
4973	22.166666666666668
3106	23.11111111111111
1311	23.72222222222222
10332	23.77777777777778
1536	24.055555555555557
7057	26.72222222222222
1514	26.833333333333332
4688	26.88888888888889
7037	28.72222222222222
7058	30.0
5869	31.0
71	32.55555555555556
4481	33.94444444444444
526	34.44444444444444
3673	34.888888888888886
2204	36.05555555555556
23673	37.166666666666664
3135	37.22222222222222
8992	40.27777777777778
11151	41.94444444444444
9550	42.166666666666664
27035	42.166666666666664
3134	42.22222222222222
9902	44.72222222222222
3684	45.55555555555556
527	46.44444444444444
2213	47.22222222222222
3916	47.27777777777778
929	47.77777777777778
78989	49.166666666666664
3112	49.55555555555556
528	51.111111111111114
81035	52.27777777777778
3109	52.5
3690	52.833333333333336
4074	52.833333333333336
3693	54.77777777777778
7059	56.0
1781	56.94444444444444
55176	58.333333333333336
4689	58.55555555555556
7277	58.833333333333336
3108	59.27777777777778
5879	60.388888888888886
3920	61.5
84790	64.11111111111111
79659	64.38888888888889
1535	64.88888888888889
7097	68.66666666666667
537	70.55555555555556
3115	71.83333333333333
155066	72.61111111111111
9114	73.44444444444444
84617	73.55555555555556
79861	73.83333333333333
8417	74.22222222222223
83547	75.33333333333333
948	76.72222222222223
9296	77.88888888888889
245972	78.83333333333333
1520	79.94444444444444
525	80.11111111111111
60	81.05555555555556
4353	81.66666666666667
7280	82.05555555555556
3117	82.33333333333333
1783	84.16666666666667
23480	84.44444444444444
8411	85.44444444444444
4842	85.66666666666667
51143	85.83333333333333
30835	88.27777777777777
3685	89.11111111111111
10333	90.0
10382	90.38888888888889
9341	90.5
529	90.72222222222223
7879	90.77777777777777
23545	90.77777777777777
1778	92.22222222222223
50617	92.38888888888889
64581	92.88888888888889
7099	95.05555555555556
51807	96.55555555555556
523	96.66666666666667
821	99.22222222222223
22925	99.72222222222223
3678	99.94444444444444
3105	102.11111111111111
3689	102.44444444444444
3119	102.5
533	103.0
5868	104.11111111111111
347733	104.33333333333333
715	104.55555555555556
200576	105.44444444444444
53407	106.11111111111111
50508	107.44444444444444
718	108.38888888888889
90423	108.66666666666667
5878	108.77777777777777
7846	109.0
3111	109.05555555555556
3107	110.44444444444444
6890	110.77777777777777
5289	111.55555555555556
10312	111.61111111111111
51382	113.66666666666667
6891	113.88888888888889
245973	114.72222222222223
10952	115.11111111111111
9146	117.33333333333333
949	117.55555555555556
534	118.11111111111111
1780	118.61111111111111
8685	118.83333333333333
