# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
9926	1.0
54675	2.0
10390	3.0
57678	4.0
9162	5.0
84647	6.0
137964	7.0
8526	8.0
375775	9.0
129642	10.0
56895	11.0
79143	12.0
56894	13.0
1119	14.0
5130	15.0
56985	16.0
1608	17.0
391013	18.0
1606	19.0
30814	20.0
3931	21.0
9791	22.0
85465	23.0
54947	24.0
10423	25.0
1607	26.0
253558	27.0
123745	28.0
8760	29.0
9468	30.0
10554	31.0
64600	32.0
254531	33.0
10434	34.0
8611	35.0
1609	36.0
26279	37.0
160851	38.0
162466	39.0
55224	40.0
23659	41.0
2819	42.0
8527	43.0
151056	44.0
56994	45.0
81579	46.0
84803	47.0
6901	48.0
5322	49.0
50487	50.0
154141	51.0
79888	52.0
23761	53.0
5319	54.0
5338	55.0
43	56.0
81490	57.0
5321	58.0
8443	59.0
8525	60.0
55500	61.0
150763	62.0
8681	63.0
8398	64.0
10400	65.0
1103	66.0
5320	67.0
23171	68.0
10162	69.0
11313	70.0
8612	71.0
9489	72.0
8613	73.0
5833	74.0
10555	75.0
2820	76.0
8399	77.0
10908	78.0
1040	79.0
5337	80.0
