Feature	Mean Rank
5595	1.0
5573	2.0
9611	3.0
10011	4.0
8204	5.0
1843	6.0
5294	7.0
65003	8.0
4609	9.0
3295	10.0
7124	11.0
2033	12.0
1854	13.0
4199	14.0
4023	15.0
6776	16.0
9612	17.0
3320	18.0
5579	19.0
5568	20.0
5295	21.0
5575	22.0
5578	23.0
4843	24.0
3303	25.0
10062	26.0
3725	27.0
5154	28.0
1962	29.0
6667	30.0
51	31.0
8431	32.0
336	33.0
5594	34.0
1387	35.0
335	36.0
5925	37.0
5743	38.0
5469	39.0
4792	40.0
5970	41.0
10370	42.0
5577	43.0
5290	44.0
10891	45.0
8648	46.0
6256	47.0
2168	48.0
948	49.0
6777	50.0
7025	51.0
5567	52.0
2195	53.0
5576	54.0
5465	55.0
