# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
6416	1.5
397	2.7222222222222223
836	2.888888888888889
835	4.833333333333333
5058	6.944444444444445
7124	8.833333333333334
5599	8.88888888888889
5925	9.277777777777779
7186	10.944444444444445
6709	12.11111111111111
841	12.333333333333334
8717	12.666666666666666
6885	12.944444444444445
1677	13.88888888888889
3725	14.38888888888889
9530	15.0
8567	15.222222222222221
4214	17.77777777777778
8738	19.166666666666668
7132	19.77777777777778
8772	19.88888888888889
84823	21.11111111111111
4000	21.72222222222222
8737	22.88888888888889
1676	23.11111111111111
4001	23.555555555555557
5062	25.666666666666668
5591	25.944444444444443
