# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
51292	1.4444444444444444
9583	1.6111111111111112
5167	4.5
112	8.0
196883	10.11111111111111
5169	10.38888888888889
10623	13.555555555555555
3251	16.5
2983	17.333333333333332
5150	17.88888888888889
6241	18.11111111111111
5146	18.88888888888889
56953	21.38888888888889
107	21.666666666666668
4860	21.666666666666668
9061	21.666666666666668
5631	24.11111111111111
10606	24.27777777777778
1633	26.38888888888889
4907	26.833333333333332
221823	31.666666666666668
84265	32.22222222222222
51728	32.888888888888886
132	34.166666666666664
84172	34.77777777777778
5433	35.55555555555556
4882	35.833333333333336
122622	36.166666666666664
30834	37.5
5148	38.388888888888886
27115	39.611111111111114
955	42.388888888888886
25885	42.55555555555556
5198	42.72222222222222
5143	43.611111111111114
57804	44.05555555555556
8622	44.55555555555556
10201	44.888888888888886
50484	46.111111111111114
8654	46.44444444444444
2272	47.94444444444444
115	48.833333333333336
114	49.166666666666664
953	50.27777777777778
471	50.888888888888886
5141	52.0
29922	52.0
5434	53.166666666666664
661	53.333333333333336
8382	54.5
3000	54.72222222222222
10846	56.166666666666664
2986	56.27777777777778
5438	58.666666666666664
100	58.72222222222222
111	58.72222222222222
5136	59.05555555555556
272	59.666666666666664
84618	62.27777777777778
7498	62.44444444444444
957	63.27777777777778
9533	63.94444444444444
2977	64.0
2766	64.38888888888889
5139	68.66666666666667
55703	71.77777777777777
2618	73.11111111111111
51082	74.5
5315	74.72222222222223
5558	75.88888888888889
1716	76.66666666666667
5440	78.5
55718	78.66666666666667
56985	78.94444444444444
22978	79.0
5437	79.38888888888889
5557	80.0
6240	80.38888888888889
3704	81.88888888888889
5432	82.66666666666667
84284	84.88888888888889
353	86.55555555555556
5436	87.16666666666667
5422	87.38888888888889
2982	87.94444444444444
109	88.72222222222223
5313	91.0
158	91.05555555555556
5149	92.22222222222223
5427	93.33333333333333
203	94.27777777777777
5430	94.66666666666667
5137	95.0
2984	95.11111111111111
5471	95.5
10714	96.44444444444444
5140	96.72222222222223
23649	97.11111111111111
9060	97.16666666666667
954	99.0
5424	99.88888888888889
5145	100.33333333333333
64425	100.55555555555556
5236	101.0
5634	101.77777777777777
204	104.0
5153	104.72222222222223
54107	105.16666666666667
30833	105.83333333333333
3615	106.33333333333333
270	106.44444444444444
53343	107.44444444444444
318	107.88888888888889
271	108.27777777777777
93034	108.66666666666667
50940	108.94444444444444
51251	110.27777777777777
9615	110.66666666666667
5151	112.33333333333333
56655	112.33333333333333
5144	113.33333333333333
5152	114.44444444444444
2987	114.83333333333333
5138	115.11111111111111
55811	115.33333333333333
956	115.44444444444444
113	117.61111111111111
5441	117.94444444444444
26289	118.77777777777777
108	119.72222222222223
55821	120.94444444444444
4881	121.0
58497	121.22222222222223
87178	121.94444444444444
10622	122.83333333333333
122481	123.27777777777777
11128	123.38888888888889
11164	123.66666666666667
5158	124.16666666666667
10621	124.88888888888889
4832	125.38888888888889
5147	125.77777777777777
5426	125.88888888888889
4833	126.55555555555556
5425	126.55555555555556
171568	129.11111111111111
5435	131.55555555555554
5142	131.94444444444446
124583	133.44444444444446
159	133.77777777777777
5431	134.83333333333334
55276	137.44444444444446
