# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
2811	1.0
2335	2.0
22927	3.0
948	4.0
2	5.0
7058	6.0
440915	7.0
7423	8.0
5478	9.0
81	10.0
3309	11.0
5054	12.0
7414	13.0
87	14.0
2316	15.0
7094	16.0
5627	17.0
7059	18.0
710	19.0
5345	20.0
2814	21.0
88	22.0
2266	23.0
213	24.0
805	25.0
5660	26.0
7040	27.0
3827	28.0
10487	29.0
6647	30.0
7042	31.0
967	32.0
7422	33.0
6403	34.0
3674	35.0
2815	36.0
813	37.0
7043	38.0
2621	39.0
3920	40.0
2244	41.0
7114	42.0
9948	43.0
5552	44.0
7277	45.0
5341	46.0
7273	47.0
1072	48.0
335	49.0
5196	50.0
3479	51.0
7057	52.0
351	53.0
5175	54.0
7076	55.0
808	56.0
2157	57.0
7044	58.0
5340	59.0
3690	60.0
5216	61.0
1191	62.0
2277	63.0
7018	64.0
2243	65.0
5154	66.0
27154	67.0
801	68.0
3082	69.0
5265	70.0
7424	71.0
5155	72.0
226	73.0
928	74.0
22915	75.0
7060	76.0
6678	77.0
2153	78.0
29106	79.0
5473	80.0
2162	81.0
1950	82.0
