Feature	Mean Rank
84701	1.9
7384	3.4
93589	6.5
7134	7.8
7139	7.9
59285	9.3
1349	13.9
480	14.1
10369	18.8
482	19.0
59283	20.4
776	20.4
27092	20.7
483	20.8
125965	21.7
1346	22.4
7168	22.5
7388	22.7
1327	23.0
1350	23.7
59284	25.0
778	26.5
1345	26.8
785	27.8
70	29.3
1340	29.4
29796	30.2
9254	30.6
6262	31.2
7171	32.2
4633	32.3
1347	34.0
481	34.1
779	34.1
1351	35.9
488	36.0
486	36.5
10368	38.6
4634	41.3
10479	41.6
440567	41.7
6548	42.3
786	43.1
341947	43.4
783	44.1
27091	44.1
9377	44.8
55799	44.9
1337	45.2
7381	45.5
7137	46.5
477	47.2
1339	48.4
1537	50.7
6546	51.1
4625	51.5
7170	51.5
170712	52.6
23439	53.2
782	53.2
784	53.5
478	53.8
781	54.9
476	55.3
7169	55.8
27089	57.8
10975	59.6
4624	60.8
775	63.0
7386	63.6
7385	65.3
1329	65.3
