Feature	Mean Rank
3551	3.3
23624	5.4
3567	8.3
5788	10.1
8503	10.4
7535	10.5
920	10.6
5163	10.9
9402	11.2
4690	11.3
57144	13.0
63928	14.7
917	15.7
56924	20.7
1432	21.0
1019	21.5
5293	23.0
3565	23.2
10451	24.2
5605	25.0
6654	25.1
23533	25.6
4772	26.5
7124	27.5
3932	27.5
10125	29.6
8517	30.0
1326	30.2
5604	32.8
84433	33.9
925	34.4
4790	35.2
4776	36.5
915	36.6
5058	38.3
916	43.8
5777	44.2
7410	44.3
11261	46.0
6300	46.0
10892	46.6
3725	46.7
5535	47.6
4792	49.9
5530	50.1
4775	52.7
207	53.7
7409	53.9
5290	54.4
5594	55.2
1493	56.1
1147	56.9
5296	57.4
5601	58.5
1437	58.8
3845	58.8
5062	59.4
1739	60.8
3458	61.7
5532	62.0
5335	64.1
5063	64.3
5294	64.6
10725	65.2
867	65.6
2353	65.9
5295	66.2
940	67.9
4794	68.6
2885	68.7
3937	71.1
5609	71.8
3558	72.8
27040	73.1
5595	73.4
7006	73.5
926	73.6
10298	73.7
4773	74.0
5970	75.4
3265	76.2
208	78.0
8915	79.5
6885	80.4
5133	80.6
4793	80.7
868	80.8
998	81.1
5603	81.7
5894	82.3
959	83.2
3702	83.7
5291	84.0
5588	84.4
2534	85.2
5600	85.2
387	87.1
4893	87.1
8440	87.4
2932	88.4
29851	88.5
10000	90.1
919	91.6
3586	92.3
6655	93.5
9020	96.4
5533	96.7
5534	97.2
