Feature	Mean Rank
4723	2.8
4711	3.8
7384	3.9
4718	5.1
4698	5.7
2108	6.8
4731	7.9
2110	10.1
4704	10.1
1327	10.3
1350	13.1
6392	14.5
4707	14.8
4714	15.6
1349	16.1
4694	16.8
1345	17.6
2109	17.9
4717	20.7
55967	21.4
4709	22.0
4728	27.6
54539	29.1
4712	29.1
4710	29.4
6389	30.1
4720	30.5
4719	31.4
7381	31.4
29796	32.7
1351	33.2
4724	34.2
9377	35.0
126328	35.7
4705	35.8
10975	38.2
51079	38.7
7386	38.8
1537	39.2
7388	39.3
6391	40.2
374291	40.7
4726	41.4
54205	42.9
4697	42.9
4701	44.3
1340	45.8
6390	45.9
4702	46.5
1337	46.9
4725	47.1
4708	47.3
1329	48.0
4722	50.0
7385	50.5
4706	51.4
4716	51.8
4713	51.8
27089	51.9
4729	53.5
4696	53.8
