Feature	Mean Rank
5728	2.9
23476	4.2
5163	8.8
6654	9.4
1029	9.7
5293	9.9
6196	10.7
10580	11.3
2151	11.4
7532	12.2
5594	13.2
50855	13.5
10211	14.1
56288	14.9
5290	16.2
3636	16.6
8660	17.8
6517	17.9
2319	19.7
2810	22.5
5595	23.7
10000	23.7
2931	25.2
6195	25.5
5770	25.6
2932	26.5
8471	26.7
7534	28.5
867	28.7
7529	30.4
4012	30.8
3484	31.7
10971	32.1
998	33.3
5540	33.5
207	35.2
5894	35.5
7531	36.0
6198	36.6
5269	36.7
5295	36.9
6655	37.1
6197	37.3
208	39.1
7533	40.3
6464	40.7
3667	41.7
10487	44.4
2885	44.7
