Feature	Mean Rank
1594	1.8
1586	3.5
340665	5.0
54905	6.2
1562	9.5
1544	10.3
1580	10.7
1545	10.8
1558	12.8
1577	14.5
1593	14.9
1582	15.1
5740	15.8
1571	16.8
1559	17.2
57834	17.7
1585	19.7
51302	20.1
6916	20.8
56603	21.9
4051	22.1
1592	22.4
1584	22.9
1565	23.1
113612	23.5
1553	25.6
1548	27.6
10858	30.0
1576	31.4
1551	32.3
64816	32.5
1581	32.8
29785	32.9
1591	34.0
1589	34.2
1555	34.7
1573	35.3
8529	35.8
1572	36.6
1583	36.7
1543	37.2
120227	37.9
9420	38.0
1579	38.1
11283	39.0
1557	39.3
1588	39.8
66002	40.6
1595	43.6
