Feature	Mean Rank
23225	1.0
9688	4.4
6634	7.4
53371	9.1
6635	9.7
11218	10.4
6637	10.6
96764	10.6
23511	11.6
22916	12.6
10073	15.2
8086	15.6
10419	16.6
6607	16.7
4927	17.0
23165	17.4
79902	18.2
4686	20.4
79084	20.5
9972	20.6
9631	21.9
129401	22.2
348995	23.3
10762	26.7
79023	27.3
6628	27.9
81929	28.5
79833	29.7
23279	29.9
6636	29.9
8487	30.0
4928	30.4
6633	30.5
55746	30.7
51808	31.0
6632	33.0
1207	33.7
79760	36.4
5903	36.7
57122	37.7
8480	39.5
23636	39.6
9818	39.6
8021	40.0
6606	40.9
9883	41.3
7175	41.7
50628	42.0
25929	42.1
11097	45.3
