Feature	Mean Rank
1594	2.1
1586	4.6
1082	7.6
15	7.9
1734	8.6
147323	8.9
3290	10.2
7173	11.0
5409	13.3
64174	14.9
1735	15.8
438	17.1
80765	17.2
4048	17.7
240	19.2
1081	20.4
1584	20.5
2488	21.3
6770	22.0
1585	22.2
7166	22.6
389434	24.4
7054	24.4
1644	24.9
3284	25.1
134429	25.3
3972	26.1
1589	26.7
6528	28.1
3283	28.5
5740	29.9
3293	30.9
4036	31.0
7252	31.2
1583	31.5
5443	32.3
5641	33.5
4363	33.6
6916	33.6
1588	37.4
5743	37.5
5742	38.6
5122	39.6
1591	40.4
2687	40.6
1621	43.0
8029	44.4
2638	44.6
10728	45.7
120227	45.8
1733	46.2
4056	48.1
