Feature	Mean Rank
3569	2.1
3695	2.4
3127	4.2
6387	6.1
3109	6.3
5284	6.8
3119	7.3
10803	8.5
10673	14.3
7852	16.4
958	17.4
3117	18.5
3565	19.2
29851	20.0
3125	21.3
3586	21.7
3111	21.7
3600	21.7
23308	21.8
3567	21.9
3118	22.1
10850	23.7
2826	24.3
9020	25.7
4055	26.4
3115	27.2
57379	27.8
115650	28.3
941	29.4
608	29.6
940	31.4
8174	31.5
942	31.9
3601	32.7
3558	32.7
6370	33.3
3123	33.4
56477	33.7
3676	34.0
3112	34.7
3126	35.4
3108	36.8
7040	36.9
959	37.4
3122	38.7
23495	39.0
8741	39.1
3113	39.3
