Feature	Mean Rank
7840	5.3
22995	6.9
4957	7.8
22897	9.1
79959	9.6
4926	10.3
5347	10.6
1454	10.9
7532	11.1
22981	12.9
95681	13.0
5518	15.0
55755	15.6
10426	17.7
10540	17.9
1069	21.9
4751	22.3
203068	22.6
11258	23.1
983	23.4
85378	23.7
9738	25.4
891	25.7
54820	26.2
9702	26.3
1778	26.9
80321	27.7
11190	28.0
10382	29.1
5566	30.1
8655	30.3
1781	32.3
9814	34.3
9662	34.5
7846	35.6
10142	37.0
10733	38.8
55835	42.9
1453	43.0
9793	43.0
10383	43.1
80254	43.3
10121	43.6
114791	43.8
11064	44.3
10806	44.5
22994	44.7
7283	46.7
121441	47.7
55142	48.0
55125	49.3
5577	49.7
10844	50.1
27229	50.5
23332	51.2
8481	51.6
11116	51.8
55722	52.9
7277	53.4
5048	54.5
7531	54.9
984	55.5
1639	57.3
3320	57.6
27175	58.3
80184	59.1
8636	59.2
22919	62.5
5116	63.2
5108	64.9
