Feature	Mean Rank
84701	3.6
5468	4.6
4718	6.5
83447	9.6
56901	13.4
8218	13.4
1349	15.1
4711	15.6
548644	17.1
55567	17.8
518	19.1
387332	19.4
4698	19.6
64764	19.6
1212	22.3
163	22.3
5331	23.7
7384	23.8
10476	24.6
2904	26.2
1387	26.6
1327	27.6
1346	28.8
6874	28.8
90993	29.1
10891	30.2
6392	31.1
4723	32.0
4704	32.2
125965	33.4
5439	34.8
6875	38.7
506	38.9
7388	38.9
84699	44.5
4731	47.1
1211	47.9
1742	48.1
513	48.2
7052	49.0
4694	49.6
2876	49.9
5430	50.9
522	52.0
10488	52.2
5436	52.7
440567	55.1
2915	56.2
23236	56.9
25942	57.3
29796	59.8
4714	60.5
23186	61.8
1175	62.8
148327	65.1
6389	66.0
7019	66.4
5433	66.9
27019	68.6
4899	70.9
6647	71.0
1340	71.2
1337	72.0
55967	72.2
4728	72.3
6648	72.6
1345	73.1
10540	73.7
1350	74.0
7381	74.3
2776	75.0
9586	78.1
6667	80.0
841	80.5
5978	80.7
1351	81.2
3065	83.1
1347	83.3
341947	83.5
4709	83.5
4710	83.6
4707	83.8
6908	84.6
581	84.7
27113	84.8
4712	86.5
509	87.1
7157	89.5
317	91.3
5441	92.9
2033	93.5
7385	93.8
25981	94.1
9001	95.1
4705	96.1
7417	97.1
515	97.3
51164	98.1
4724	98.4
6391	98.5
9519	99.3
83544	102.0
4697	102.3
4719	105.7
7416	106.0
4708	106.3
161	106.5
64446	106.5
4702	106.8
1339	107.8
6390	108.5
4717	108.7
5481	109.5
4720	109.5
3708	109.9
5431	111.6
2902	112.0
9377	112.7
170712	113.4
4716	115.3
4726	115.7
7419	118.0
1173	118.2
5332	118.6
627	120.0
842	120.7
292	121.0
5330	122.4
4696	122.8
4706	123.6
246721	124.8
1639	127.0
10126	127.2
54539	127.7
1385	129.3
5437	129.9
517	130.4
2911	130.6
1213	130.9
291	130.9
54205	131.5
10975	131.8
3092	132.0
539	133.2
1537	133.5
5432	133.7
160	134.8
51079	135.1
836	135.2
5438	136.0
4713	136.6
514	138.2
7350	138.3
146754	138.6
1329	140.2
4701	140.6
5440	140.9
3066	141.7
55081	142.0
516	148.0
7802	149.6
498	150.0
374291	150.1
4725	150.8
7386	151.1
126328	151.1
27089	152.4
4722	153.2
5435	154.1
4729	159.8
