Feature	Mean Rank
5728	4.5
595	5.6
8312	5.8
8503	6.2
5605	8.6
23533	9.6
6932	10.4
29119	10.7
5604	11.6
5293	12.4
4292	13.1
5296	14.1
5290	15.0
324	16.0
8313	17.7
1950	19.2
2064	19.2
4609	20.2
2002	20.4
2932	22.3
207	22.4
83439	22.4
1496	22.9
5295	25.6
5294	26.4
6654	26.9
673	28.9
842	30.6
10297	30.8
1956	31.2
5595	31.9
10000	33.4
6934	34.1
999	34.4
3845	34.6
5894	34.7
369	36.2
5594	36.9
5170	37.8
572	37.8
3265	38.9
2309	39.5
1495	39.6
2885	40.5
1499	41.2
51176	41.3
4893	41.5
5291	41.6
7157	42.0
6655	43.0
3611	43.2
208	43.2
