Feature	Mean Rank
4174	2.3
10213	2.5
4173	2.5
1869	8.0
5001	9.2
5718	10.0
5682	10.0
5714	10.4
5689	11.4
5717	12.6
4998	12.7
5684	13.0
9491	14.0
4171	16.6
5702	17.6
1871	18.6
5707	20.1
5704	21.7
5686	22.0
5694	23.4
84515	23.5
5721	26.6
5711	28.1
5691	28.3
5709	29.3
5716	29.8
5708	31.0
9861	31.8
5719	31.9
5000	32.0
5692	32.8
5685	33.0
5720	34.8
5701	35.1
4176	35.3
23595	35.8
5698	36.3
4172	37.2
5715	38.9
5693	39.4
1870	40.3
5696	42.2
5706	42.6
5690	42.9
5683	42.9
5700	43.1
5695	43.3
990	45.3
10197	45.3
5688	45.3
5705	45.9
4175	46.6
7314	47.8
51053	48.4
5713	48.6
4999	48.9
23594	48.9
81620	50.7
5687	52.9
5699	54.8
5710	54.8
