Feature	Mean Rank
4159	3.0
4987	5.4
2833	6.5
187	7.4
4829	8.7
6368	10.2
185	10.6
6865	11.9
8811	17.7
2587	18.8
6375	18.9
1234	19.7
5196	22.5
4988	22.6
2832	23.8
6866	27.4
623	29.3
3579	31.0
6356	31.5
2925	31.9
10803	32.9
4828	33.5
6363	34.7
10663	34.8
3576	37.1
2922	37.5
3577	37.6
728	37.6
4158	38.0
1235	38.4
1906	38.8
10887	38.9
10563	39.7
4889	41.7
2919	43.5
6364	44.6
885	44.8
9002	45.8
6869	49.6
5443	51.7
2359	52.7
7201	53.0
2920	53.7
6367	53.7
6366	53.9
6870	54.5
1233	55.6
51554	56.0
50865	58.9
8862	59.2
5539	60.9
186	61.1
2852	62.0
1908	63.8
4986	64.1
1236	64.6
4886	65.5
5473	66.3
57007	69.5
6372	70.7
7852	70.8
59350	71.0
3640	71.6
3062	72.7
5697	72.8
8484	73.9
6352	75.4
2834	77.1
6349	77.3
624	77.5
4160	78.0
4985	78.1
51083	80.7
60675	81.8
5173	81.9
5020	82.1
256933	82.6
183	84.1
643	84.7
84109	85.8
2151	86.2
2921	87.4
6750	87.5
2837	87.6
3060	87.8
6360	87.9
2532	88.0
414062	88.0
4922	90.4
51052	90.6
51289	90.7
10911	91.9
6387	93.8
554	94.4
1909	94.5
4887	95.4
1232	95.7
718	96.8
56477	97.1
6753	97.5
6754	98.0
84432	100.6
10886	101.9
6351	104.0
347148	104.0
5368	104.8
10022	105.2
2358	106.0
3827	109.1
2357	109.3
5021	110.0
1524	110.2
6373	110.2
3814	112.1
122042	113.9
6361	115.0
4157	116.6
2862	117.3
2150	117.4
257313	118.8
6354	119.5
1907	119.7
551	120.4
1230	121.2
4852	121.2
58191	121.4
10850	121.7
84634	121.9
3627	122.8
6376	123.1
886	123.5
8620	124.1
887	124.1
6863	124.3
727	125.3
6347	126.1
64106	126.5
301	126.8
552	127.0
117579	127.1
1238	127.3
4295	129.9
7200	129.9
4923	130.0
6348	130.1
23620	131.1
6752	131.2
6755	131.3
1237	132.7
387129	133.1
4161	133.2
3061	133.3
5179	133.4
2831	133.8
4283	135.2
5540	135.2
2149	135.5
6374	137.1
6019	137.2
553	139.6
6370	140.3
719	141.4
339403	141.9
1910	144.3
128674	144.7
6846	145.7
6751	146.9
2826	149.3
2829	149.5
