Feature	Mean Rank
2940	4.1
2954	4.2
2880	4.9
2937	5.7
4258	7.7
79017	10.4
2877	10.5
2952	10.8
4259	11.5
3418	12.6
4257	13.0
2876	13.6
2939	15.8
6241	16.2
2938	16.3
2539	18.6
2949	19.0
290	19.1
6611	19.2
2944	23.4
2941	23.7
26873	24.4
2947	24.5
2878	24.7
221357	24.8
2953	27.0
5226	29.3
50484	30.1
3417	31.0
2936	33.2
2729	33.6
2678	33.7
2686	33.9
124975	33.9
2946	34.4
51060	35.2
2730	35.5
257202	35.6
2950	35.9
6723	36.2
2879	36.9
373156	38.5
6240	38.9
2687	39.1
9446	39.1
4953	39.7
2882	40.0
119391	40.3
51056	42.4
2948	42.9
