Feature	Mean Rank
10018	4.7
9459	7.1
3551	7.7
2245	9.5
5728	10.5
5605	10.9
466	12.9
11214	13.7
5125	17.9
57449	18.0
108	18.4
4974	22.2
221472	22.4
23229	22.7
5581	22.7
1026	23.3
6453	23.4
5518	24.2
84033	24.6
5568	26.3
2889	27.0
5575	27.0
7249	27.6
5567	28.7
163	29.5
5519	29.8
117	32.7
4803	35.9
2308	36.4
4193	38.0
5604	38.7
5045	44.9
8841	47.6
1846	47.7
156	49.2
6654	50.1
5906	51.1
4168	51.5
1432	52.6
5923	53.9
6868	55.5
5607	55.9
1027	56.1
135	56.3
3708	56.4
25791	57.4
112	57.6
9500	59.2
7529	60.1
6774	60.5
7189	62.7
10451	63.0
1849	63.5
121512	63.6
3654	66.3
196883	67.4
5573	67.7
57761	69.6
10276	70.4
114	70.4
5153	70.4
89846	71.2
4099	72.0
27237	72.8
5580	73.3
396	75.5
1759	76.2
6196	76.3
6456	76.6
7074	77.5
55811	77.6
11108	78.4
53358	81.0
5594	81.3
4790	82.1
64857	83.0
4804	83.4
57142	84.8
4303	84.9
5970	85.4
83464	85.8
842	87.5
4792	88.9
5290	89.2
4893	89.6
6464	89.7
64223	90.5
10818	94.4
3065	94.6
23263	94.9
8767	96.0
5046	96.5
8660	96.7
6197	97.9
116	98.0
5566	100.5
23421	100.7
5296	102.1
9261	102.2
5879	102.7
2002	105.6
8997	105.8
9826	108.2
29	110.0
1398	116.1
5924	118.4
2931	120.2
2309	121.4
7410	121.7
113	122.0
117145	122.2
23370	122.4
5603	123.4
3710	123.6
5295	124.0
8878	124.1
23239	124.2
22986	124.6
5137	124.9
5599	125.2
4915	125.3
3845	125.3
111	125.5
5664	126.9
1894	127.8
805	128.6
5528	128.8
50650	129.0
161	130.0
1211	130.0
1175	130.3
5335	131.5
51107	131.7
3164	132.6
5894	133.1
6195	133.3
6610	133.7
5663	134.1
7531	134.6
6199	135.4
3265	137.0
6014	138.6
5516	138.7
6714	139.9
5170	140.2
23385	141.3
50649	141.7
26574	142.5
1173	142.7
25759	144.6
115	145.4
5900	147.1
2932	147.6
253260	148.1
5515	149.4
8874	151.5
5584	151.5
7204	152.1
208	153.1
3066	153.5
23365	154.5
9252	154.7
5577	155.2
4615	155.8
5595	156.0
57580	156.1
572	156.6
801	158.0
7409	158.1
7314	158.2
9828	160.2
5598	162.0
5136	162.9
9138	163.4
6300	163.5
5898	164.1
5576	165.7
26230	165.8
393	166.9
107	167.0
673	167.5
4205	168.0
5899	168.1
814	168.3
835	168.8
1848	168.9
4914	169.5
3667	172.3
160	172.4
10000	173.0
1213	173.1
9181	173.4
6655	174.1
2885	174.5
207	174.5
79109	174.6
84335	175.2
1147	177.8
10126	178.0
57498	178.8
27018	179.8
836	180.2
5600	180.2
3709	181.2
2475	182.9
6016	184.1
387	184.2
7867	184.4
4208	186.5
1385	187.0
55851	192.7
5291	194.3
1845	197.2
109	200.6
808	202.5
