Feature	Mean Rank
171177	3.9
4650	5.7
9459	7.4
395	8.7
9824	10.1
23229	11.3
80728	12.5
2245	13.1
11214	13.4
93663	15.3
221472	17.0
388	18.3
57449	18.4
4168	21.1
84033	22.0
57522	24.6
5923	25.2
9743	29.9
391	30.2
54509	31.7
29	33.3
25791	33.7
1123	33.8
4983	34.2
51291	35.2
398	35.4
2	35.4
57514	36.0
91614	36.4
57381	38.4
394	38.6
23779	38.8
29127	39.3
396	39.7
64333	40.2
23263	40.9
257106	40.9
9754	44.0
79822	44.1
10395	46.3
27237	46.4
64857	46.6
7074	46.7
55114	48.2
55789	50.0
10451	50.1
55635	50.1
121512	53.1
6654	53.1
64411	53.1
23092	54.0
84144	54.3
89846	56.1
29984	57.9
10276	58.0
89839	59.8
389	60.7
5296	62.3
9322	63.2
50650	64.4
998	64.8
9826	65.4
5879	65.7
8997	65.8
4649	66.2
7410	67.1
116984	70.0
116985	71.2
5881	71.5
9938	72.5
55843	72.7
94134	72.8
58504	72.8
83478	73.4
6453	73.5
9901	74.7
399	76.5
1124	76.6
397	77.4
5924	78.3
1894	80.0
9411	80.5
89941	82.4
9908	82.7
23526	83.5
55288	84.4
85360	84.6
387	84.8
9828	84.8
9912	85.3
79658	85.5
90627	85.5
5880	88.2
10144	89.1
7409	89.7
117289	89.9
9886	90.0
51306	92.1
26230	92.7
10928	93.5
23370	93.6
6655	93.7
57580	93.9
23221	94.0
84986	94.9
8874	96.0
2909	96.0
343578	96.2
50649	96.5
613	96.8
4952	97.1
9181	97.9
393	98.6
158763	98.8
57569	99.1
7204	99.4
23380	99.6
23433	102.0
23365	102.9
3633	104.4
2664	105.2
392	105.3
2665	113.5
