Feature	Mean Rank
2617	4.9
6829	11.9
9970	12.8
5468	13.0
4855	14.1
10352	14.3
11198	15.3
57794	18.5
2068	19.3
23225	20.4
2908	21.0
1977	24.1
902	24.2
2494	25.4
10921	27.3
80222	29.1
10056	29.3
10062	35.1
9343	35.5
8850	36.1
2961	36.5
6231	36.7
1981	37.2
4331	37.5
6161	37.8
1387	38.5
6097	38.8
7025	39.2
9794	40.1
51003	41.8
9939	44.4
51585	44.8
9255	45.3
10667	45.6
57505	46.1
54938	49.2
25920	51.6
904	55.1
23020	55.6
10236	58.2
8662	59.9
2103	64.7
4851	65.8
7421	66.3
2957	67.2
6875	69.3
1936	69.4
9688	69.5
55157	72.9
1025	73.1
190	74.2
8666	75.0
4686	75.4
10978	76.2
8664	77.6
8894	78.5
22916	78.5
57038	82.2
9295	82.8
1615	83.7
124454	84.4
6154	84.7
10907	84.8
10189	86.4
6634	87.0
9282	87.5
6874	89.4
9862	90.0
3191	90.2
220988	92.3
2966	92.4
5439	92.5
9443	92.9
6921	93.1
6872	94.3
10992	95.0
8013	96.5
1974	99.1
6128	100.5
8892	101.6
53371	103.7
9045	104.4
8565	105.3
6187	105.4
6924	105.4
4306	106.1
6205	108.2
6173	108.2
4854	108.2
2521	109.4
3183	111.0
6171	112.3
10025	113.7
79731	114.2
8856	115.6
6882	116.0
55749	116.6
9128	117.6
5859	118.6
8178	120.0
8431	120.1
5241	120.1
8668	121.5
29959	121.7
6632	124.2
1022	124.7
6146	125.4
6923	126.3
6165	126.9
3516	127.8
6137	127.8
3174	129.0
8086	129.7
6228	130.2
9975	133.9
9349	135.2
6210	135.5
8243	137.1
2099	138.7
7376	139.0
9410	139.5
6635	140.1
2100	141.2
5430	142.6
348995	143.5
10046	146.7
5465	148.4
2962	148.4
2967	149.7
9972	150.2
11338	150.7
5094	151.6
2071	153.2
23279	154.9
6160	155.4
10762	157.3
7068	158.4
81857	159.3
4928	159.4
1965	159.9
6135	161.7
6880	164.4
6169	164.5
6637	164.6
1915	164.8
367	165.5
81929	166.2
6625	166.3
129401	168.3
126382	169.2
10001	169.8
6157	170.5
1477	171.0
6258	171.2
4853	171.7
3172	173.7
6233	174.5
5916	175.4
22938	177.7
23511	178.3
6144	178.8
6257	179.4
6429	180.4
6878	181.4
3921	182.0
53981	183.5
6123	184.1
905	184.6
6897	184.8
6218	187.3
79023	187.5
90390	188.5
6430	190.1
5915	190.2
7307	190.3
6170	191.6
7182	191.7
23165	192.3
57122	192.5
6884	192.9
10482	193.2
5441	193.2
6158	193.4
1660	194.1
5725	195.2
9572	196.4
6130	197.8
6256	197.9
5436	198.9
833	201.7
6155	202.2
5903	203.2
2649	203.6
3185	206.4
7469	207.4
6125	207.9
6426	210.6
79902	211.3
1024	211.7
8669	213.2
9416	213.4
9439	214.1
4927	216.0
6224	216.4
6152	216.4
10291	216.4
2968	217.6
8667	219.9
55699	220.2
4141	222.6
5433	222.8
9477	223.4
4799	223.5
9631	223.6
1938	226.7
3164	227.0
7936	227.2
16	227.3
8890	228.0
84441	228.5
6431	228.7
9441	230.0
7311	230.5
6156	230.8
51520	232.1
9818	234.6
23438	235.0
6201	235.9
51692	236.1
6428	236.8
29982	237.7
2063	239.7
29079	240.2
1975	241.6
9521	241.9
6096	242.1
6136	243.8
27316	244.2
6636	244.3
55534	244.8
6095	245.9
4670	246.7
2959	248.1
79587	248.1
2107	248.5
5467	249.8
9968	250.3
2648	251.1
6134	251.6
6167	252.1
84246	253.1
5469	253.2
10949	254.1
65109	254.5
6122	254.8
2958	254.9
5431	255.3
1479	255.7
1973	256.2
6142	257.0
51639	257.4
6633	257.6
7101	259.0
3188	259.2
24148	259.6
6432	260.4
23450	261.0
51497	261.4
11100	261.9
7181	263.4
892	263.6
6235	263.7
8175	264.9
3192	265.6
8106	266.1
6908	267.1
2104	269.8
6159	270.0
84844	271.1
9440	271.5
8665	271.8
6208	271.9
2193	273.8
8731	275.6
23451	276.9
6917	277.9
6192	278.8
23708	280.5
7067	280.6
8683	281.1
9785	281.2
51586	282.4
6229	282.4
6234	283.4
6168	283.6
25873	284.6
6232	284.9
79869	285.6
6141	286.0
1983	286.3
6301	287.7
3735	288.7
6877	288.7
7965	288.8
6881	289.0
29894	290.3
3187	291.1
5917	291.2
6883	293.3
7884	293.8
92935	293.9
2101	295.5
25973	300.1
10002	300.2
6227	300.6
3376	300.8
6193	301.2
8021	301.2
23395	303.0
10250	303.3
8893	303.8
23636	304.1
51121	304.4
1978	304.7
7453	305.6
5914	306.5
6206	306.9
6204	307.2
9971	307.2
10594	307.6
4116	307.7
6749	308.5
6209	308.8
4736	309.8
6188	309.9
5432	310.4
9969	310.5
10262	311.2
6129	311.4
9150	312.8
4929	313.1
57819	315.2
6222	316.2
57176	316.4
6139	316.4
6217	317.6
3178	317.7
8663	318.6
112950	320.4
8480	320.9
6124	321.3
7407	322.2
1967	322.6
6143	322.9
11224	324.3
23521	324.9
2965	326.3
1478	327.7
9883	328.1
8661	328.1
1937	328.1
2058	328.2
6147	328.7
3035	329.6
5093	330.6
6203	330.7
1968	331.2
7458	331.8
6133	333.6
9669	334.0
2963	334.1
3646	334.5
6626	335.5
6230	336.5
10181	338.7
11051	339.2
6191	339.7
6427	342.6
5437	343.5
51067	343.5
3184	344.8
6207	345.0
9442	345.0
1933	348.0
55746	349.9
11097	351.0
6132	351.0
56339	351.7
10421	352.9
51362	354.1
1964	354.2
4677	356.3
6175	358.5
4904	358.6
7175	358.9
6628	360.0
2960	360.2
6827	360.3
5440	361.5
10946	362.4
6629	363.3
26986	363.9
6189	364.1
6138	364.2
6194	367.4
6223	369.9
6181	370.6
3190	371.2
10914	372.7
6176	372.7
2197	374.3
3181	375.4
27335	377.9
6164	379.3
22826	379.4
5438	379.9
4809	380.6
6627	386.1
8732	388.9
83443	391.3
5435	394.6
