Feature	Mean Rank
1432	3.1
5603	6.4
466	7.0
1977	7.5
4790	7.6
5594	8.5
5606	8.6
2872	11.3
1647	11.7
6722	12.5
1843	12.7
5608	13.6
7189	14.5
4294	14.9
4216	15.6
3315	16.5
50804	16.9
3554	17.2
10488	17.2
9586	17.7
6416	19.6
998	21.4
4217	22.2
11221	23.3
7182	24.4
8569	24.8
29904	25.1
8550	25.5
2002	26.5
5600	26.9
6885	27.5
6300	29.4
1385	30.0
207	31.0
9261	31.4
