Feature	Mean Rank
112714	2.3
108	4.5
2767	7.3
5605	9.8
5331	11.2
5567	11.2
5155	11.5
5154	12.7
5578	14.2
5594	15.0
5568	15.1
2697	15.7
23236	16.1
2983	16.2
56034	18.4
983	19.2
57369	19.6
2770	20.7
84790	21.0
1813	22.6
10383	23.8
347733	23.8
10382	26.3
5604	26.4
81027	27.5
3708	28.3
10381	29.2
1950	29.9
56604	31.5
5607	32.7
2778	35.1
1453	36.8
5330	39.8
84617	39.9
2771	40.4
5579	40.5
5566	40.5
2773	41.9
203068	42.2
153	42.8
115	43.0
3710	44.8
80310	45.3
4893	46.6
6654	46.7
2911	48.6
5894	51.6
1956	51.6
3357	51.6
1902	52.1
114	53.5
3845	53.8
10746	54.1
2977	54.5
196883	54.8
112	54.9
2885	56.9
5159	57.6
1812	58.5
3358	59.3
2982	59.8
7278	60.4
109	60.9
5613	62.7
7846	62.9
5593	63.0
5598	63.0
2915	63.3
51807	65.3
7280	66.6
3265	67.2
5592	67.3
79861	68.2
7082	68.8
113	69.0
5332	69.5
5595	71.6
347688	71.6
111	71.7
113457	72.7
7277	72.8
5156	72.9
6655	72.9
6714	73.7
107	75.4
2776	76.7
5582	77.1
3709	78.4
3356	81.8
10376	84.4
