Feature	Mean Rank
9536	3.9
2880	5.7
5320	6.5
1559	7.0
242	9.2
1562	12.0
8529	12.1
50487	16.3
240	17.0
247	17.0
1579	18.0
2878	18.6
5740	18.6
6916	20.3
4051	20.6
57834	21.1
4048	21.2
284541	21.6
80142	22.2
2877	22.2
239	22.4
5321	23.1
873	23.9
26279	24.5
5730	25.0
5322	25.9
2876	26.4
8644	26.5
1558	27.3
2053	27.4
123745	28.2
113612	29.8
30814	31.4
81579	32.7
27306	35.1
84647	37.0
8398	37.4
1571	37.7
5742	38.1
5319	38.5
4056	38.8
2687	38.8
391013	41.0
8681	41.2
5743	41.5
1557	41.8
2686	42.8
64600	42.9
1555	43.2
2882	45.6
151056	45.7
2678	45.8
257202	46.9
124975	48.3
246	48.5
874	48.8
8399	49.2
1573	50.8
