Feature	Mean Rank
1445	1.0
3551	3.2
5728	4.3
7535	5.5
5788	8.2
3109	9.1
84433	11.3
3127	11.9
9402	11.9
4690	12.5
917	15.1
7454	16.0
7335	16.9
915	17.0
920	17.9
3112	18.8
3932	19.5
916	19.6
3122	20.0
7189	22.9
23118	24.6
3119	25.6
5062	26.2
4790	26.5
4792	28.2
3113	28.7
5588	28.7
3118	29.2
27040	30.6
10892	30.7
5296	31.5
8517	33.2
5290	35.6
5970	36.0
3117	36.4
2533	36.4
55740	36.4
5058	36.6
3635	37.1
3115	37.5
1147	37.6
7334	39.0
55824	41.7
3111	42.4
3937	44.1
3108	44.5
50852	45.5
3123	46.1
8915	46.5
6885	46.7
5335	46.7
3125	47.9
3702	47.9
51466	48.1
5295	48.2
7408	49.4
8767	50.2
5170	50.7
5291	53.9
919	54.6
