Feature	Mean Rank
3562	3.9
5163	5.4
5605	8.5
5880	8.6
8503	9.5
5581	13.5
5320	13.8
5293	14.5
50487	15.3
7124	15.5
1432	15.7
6654	18.0
5602	20.3
5580	21.1
5594	21.3
5606	21.9
4067	22.7
5879	23.8
5604	25.2
5296	25.6
3565	26.6
207	26.8
5603	26.9
23533	29.4
3567	29.5
695	30.0
3635	30.1
2207	30.1
5578	31.0
7409	31.9
26279	32.9
9846	33.3
5322	33.9
5336	35.2
7410	36.1
5295	36.2
5601	37.0
2206	37.8
1437	38.2
5599	41.6
5290	43.8
6850	44.6
8681	44.9
5319	45.4
3845	45.7
64600	46.1
123745	46.2
5608	46.6
5894	48.1
5609	49.6
10451	49.8
2534	49.8
3265	51.1
6300	51.2
81579	51.7
5881	52.0
5595	52.6
5291	55.2
27040	56.3
3596	56.5
8398	57.1
5321	57.1
391013	57.3
3937	57.5
4893	59.5
2205	59.6
5294	60.1
6416	60.5
5335	60.7
30814	60.9
5579	62.4
84647	63.7
208	63.7
8399	64.2
5600	65.7
10000	66.1
6655	68.5
2885	70.6
