Feature	Mean Rank
3620	8.3
2806	9.0
23657	10.2
3081	11.0
6541	11.4
2752	11.6
8659	12.9
2954	15.6
6539	16.7
6509	18.4
206358	18.4
10213	18.4
6519	18.5
6999	19.3
92745	20.9
27034	21.4
5831	22.4
1160	22.9
11112	23.1
27165	24.7
6533	25.6
153201	26.8
144193	27.8
84706	28.2
23428	30.7
113451	31.7
84889	31.8
51686	34.8
10991	35.4
5714	38.1
117247	40.3
10157	43.1
3242	43.5
5689	45.2
348932	47.7
6520	47.7
440	48.8
5092	51.1
10841	51.2
56922	51.3
56301	51.8
1738	51.9
5684	52.9
5704	54.6
3712	54.7
587	55.1
1743	55.4
3034	55.9
223	56.4
6611	56.6
23498	57.1
26275	59.4
586	59.5
5691	60.2
5682	60.6
5009	60.6
5053	61.8
1728	63.1
2805	64.7
435	65.3
11254	66.8
2875	67.5
10197	70.8
55217	71.2
5686	72.3
1158	72.8
594	73.4
383	73.8
5702	74.6
6303	77.4
5692	77.7
2744	77.9
5708	78.3
5706	78.6
10166	79.5
549	80.8
5711	81.0
5721	81.6
5860	82.3
384	82.7
5718	83.7
4942	83.7
9056	83.7
5696	85.8
8942	86.1
6510	87.7
6542	90.4
83884	90.9
5690	92.4
2184	93.2
38	94.4
8140	95.0
51166	96.3
8424	97.9
593	98.7
36	99.8
54407	99.9
54716	101.0
125061	101.5
8564	101.7
5701	103.9
1373	104.4
5694	104.6
2639	105.0
6470	107.0
5693	107.6
5683	108.1
5715	108.3
262	108.6
9057	109.1
445	109.5
5719	110.2
79814	110.6
2628	112.0
162417	112.9
5698	113.4
4953	113.6
55117	114.1
55089	114.2
5716	114.4
5717	114.5
6898	115.3
501	115.7
5625	115.8
5688	116.4
2593	116.5
51582	116.6
548596	116.8
4946	117.0
5695	117.8
64087	119.9
5687	120.0
340024	120.9
1152	121.9
5685	122.1
11136	122.2
81539	122.7
131669	123.1
1159	123.1
130013	123.8
54498	124.4
5720	124.8
5709	125.2
5707	126.3
5713	126.7
4967	128.1
6723	129.0
5700	130.3
9861	132.1
5710	132.8
9491	133.3
2746	135.6
4329	136.4
5832	138.5
3028	139.1
8501	139.7
5699	139.9
89874	140.5
1629	140.8
124935	142.6
5705	143.0
