Feature	Mean Rank
4987	5.3
4159	5.4
59340	5.5
2833	7.6
1268	10.8
185	12.4
3355	16.5
187	16.6
6865	20.7
1234	23.4
4829	24.3
6375	25.0
1901	25.9
2587	26.2
6368	26.9
5029	27.5
8811	27.7
136	28.5
5733	28.8
150	31.1
56413	34.5
319100	34.5
10161	37.3
2832	40.7
3577	43.3
6866	45.8
10803	46.2
3579	47.0
2864	47.9
623	48.0
2925	48.4
5724	48.7
5196	49.1
1082	50.5
1133	50.7
1906	52.7
10563	53.8
147	55.0
6364	55.7
6356	56.4
9038	59.4
4988	59.9
6363	61.7
9170	62.3
9002	63.8
3576	64.3
64805	65.5
8862	65.7
728	65.7
2798	68.0
885	68.3
2919	68.6
4543	69.1
10663	70.3
10887	71.5
4828	72.0
51554	72.8
4544	73.4
8843	73.8
3357	74.4
1081	74.4
6366	74.6
2922	75.1
5031	75.7
6870	76.4
2840	77.5
3972	77.7
140	81.7
50865	82.5
2652	83.4
6869	86.2
6372	86.6
6010	87.3
134860	89.3
4158	90.5
2867	91.6
1814	92.0
134864	92.5
4886	92.9
186	92.9
5443	93.1
5028	96.2
114814	96.8
1128	97.7
4986	98.1
3640	98.8
135	99.3
148	99.4
2920	100.6
643	101.0
6367	101.7
1241	102.5
1908	102.6
2359	103.7
1235	103.9
7852	105.0
6754	105.2
165140	107.7
4889	109.8
3269	110.9
2488	113.2
1233	113.6
3062	114.6
3973	115.6
60675	115.8
3358	116.1
3274	116.4
5539	117.3
4160	117.4
3363	119.5
2828	119.6
5473	120.4
6349	121.6
624	122.2
53829	122.4
3352	122.8
154	126.9
51052	127.9
6352	128.1
153	129.1
1813	131.7
51083	132.3
2852	132.3
6360	133.0
256933	133.4
414062	134.5
4887	135.1
1129	136.3
5697	136.6
57105	138.3
3060	138.5
5032	139.8
4985	139.9
11255	141.2
1236	141.7
7201	142.1
59350	142.8
2834	144.7
2492	146.8
5734	147.9
5737	148.0
1909	148.0
84432	150.3
554	154.8
4922	155.0
134	155.1
6361	155.9
2151	156.5
6387	156.9
6753	157.0
27334	157.6
3350	158.3
57007	158.6
3354	160.6
2837	161.1
5173	161.3
2841	162.7
2358	163.4
1815	164.4
10850	164.7
1232	164.7
183	165.1
611	165.7
5020	166.1
10692	166.7
2150	167.7
6915	167.7
718	169.3
2862	169.6
84109	170.0
3827	170.6
53637	171.7
5732	172.2
8620	172.6
155	173.4
56477	174.3
152	176.5
10911	177.4
2831	178.2
6750	178.3
9934	178.6
2532	178.7
7252	179.5
51289	180.7
6351	181.8
3814	182.7
29933	183.8
151306	184.0
8484	187.1
84634	189.0
2921	190.7
1816	191.2
2846	191.9
887	192.5
3361	192.8
8111	193.6
1524	194.5
6376	196.1
1902	197.2
3351	198.4
1237	199.3
257313	199.4
5368	199.8
7200	200.6
6373	200.6
58191	201.3
117579	201.8
1238	203.1
122042	203.1
6354	203.3
719	203.4
9290	203.7
6755	203.9
10886	204.3
9294	204.6
4923	206.3
146	206.3
10022	206.4
5021	207.3
339403	207.7
338442	210.1
347148	210.2
2357	210.4
1230	211.7
3061	212.2
4295	213.0
5540	213.0
727	213.0
3356	213.9
886	214.7
1910	215.5
4157	216.1
1269	217.4
552	218.0
23620	218.0
64106	218.4
4852	219.1
338557	219.3
3360	219.6
151	220.2
1903	220.8
5995	221.1
5739	221.9
2865	222.5
5729	222.7
286530	222.9
6348	223.6
387129	223.9
1907	223.9
5956	224.1
23596	224.4
9287	224.6
4161	226.3
3362	226.4
1812	226.8
6370	226.9
6374	228.8
6347	229.1
221391	229.4
1131	229.9
11251	230.4
5030	230.4
6752	231.6
4283	233.0
1132	233.7
551	233.9
3627	234.3
301	234.6
83551	235.1
6863	235.6
6019	235.9
6846	237.1
10800	237.1
128674	238.7
8698	239.6
2829	241.5
553	243.4
6751	243.5
2149	246.2
94233	246.7
23566	247.9
7253	249.3
2826	251.7
5179	252.0
5731	256.3
8477	261.7
