Feature	Mean Rank
10018	2.5
9459	3.5
3551	3.9
2245	6.0
221472	12.1
11214	12.4
23229	12.4
4803	12.8
84033	12.9
6453	13.7
396	17.5
57449	17.8
9500	19.6
4974	20.2
6868	20.3
3654	20.5
8841	22.0
7074	24.0
5879	24.1
4168	24.2
27237	26.3
64857	26.6
89846	28.8
8767	28.9
5923	31.5
4804	31.7
10451	32.0
5584	33.6
25791	33.7
11108	33.8
7189	34.1
22986	34.5
4099	35.4
83464	35.8
4790	36.4
8997	37.1
5970	37.2
29	37.5
4792	38.4
23385	39.8
6654	40.7
7410	42.4
5664	43.5
50650	45.5
51107	46.8
8874	47.9
23421	48.7
23263	49.7
5663	49.8
57142	49.9
9828	49.9
121512	50.6
7204	53.8
7409	53.8
10276	55.0
5599	55.2
8878	55.3
393	57.2
7531	57.9
9181	58.0
5924	58.9
26574	60.1
387	60.4
9826	60.6
6610	60.7
57580	60.9
6655	61.0
50649	63.0
1894	63.0
27018	63.6
3066	63.6
23370	63.9
7314	64.1
836	64.7
835	65.4
26230	66.3
3065	66.6
9138	67.6
23365	68.1
4615	68.5
55851	72.0
572	72.9
