Feature	Mean Rank
2833	3.8
3551	6.0
3718	6.0
2870	10.0
1445	11.6
8503	12.0
6375	13.6
1234	15.3
10344	15.5
108	16.1
10681	16.6
9564	16.8
5747	18.2
10803	19.9
5568	21.1
5293	24.6
5197	25.3
3577	25.8
5196	25.9
6364	26.7
6356	27.2
3579	28.1
5331	30.7
6368	30.8
2784	31.6
10563	35.9
6358	36.8
5567	37.2
2869	39.6
10663	39.6
6366	41.0
2783	41.4
6357	43.4
10451	43.8
2770	44.0
6355	44.6
1399	44.7
156	45.0
23533	45.9
59345	46.8
94235	49.2
3576	52.8
5604	53.3
6654	54.6
5290	55.1
2792	55.4
6011	56.1
5580	56.5
6360	57.7
6367	59.7
2920	60.0
4792	60.2
23236	60.9
8517	61.0
5058	61.3
6777	63.7
409	63.7
2788	65.6
1233	66.6
56288	66.9
4067	67.4
114	68.9
5906	69.0
6352	70.0
5590	70.1
5594	70.4
643	73.1
4790	77.1
5566	77.8
5473	77.9
2868	78.9
6363	79.2
1794	80.2
5295	80.8
6774	81.5
5880	82.5
1235	83.5
2787	84.1
5970	84.6
10850	85.3
2268	85.8
2919	86.9
9560	87.8
6464	88.0
25759	88.6
6362	88.7
7852	89.7
7074	89.9
6372	94.6
1232	94.7
6346	95.2
53358	97.5
5330	99.4
2931	101.8
112	101.8
56477	102.4
7454	103.4
7410	104.6
4893	105.6
4793	107.2
5879	109.3
1236	110.4
2185	110.5
6093	110.6
51764	110.7
6349	110.7
55970	111.0
1398	111.3
6361	112.5
2829	113.4
2771	113.9
5291	114.5
6376	114.8
1237	115.3
57580	115.5
998	117.0
2785	117.8
6374	119.7
54331	119.9
2791	120.4
5829	121.7
3265	122.2
2782	122.4
1230	123.6
5296	123.6
6347	126.7
2921	127.0
3627	127.4
1524	127.7
5613	127.8
3055	128.5
207	128.6
6348	129.1
6369	129.6
3845	129.9
58191	130.0
6772	130.4
208	131.2
196883	131.9
6354	133.9
673	135.0
6359	135.1
414062	136.6
6846	136.6
2793	137.2
399694	137.6
109	137.7
3717	137.8
5332	139.8
6373	139.9
26230	140.3
5294	141.4
1147	141.6
6387	142.8
2786	143.5
2932	143.5
2309	143.5
115	143.5
5579	144.2
4283	144.6
6351	145.0
3702	145.5
113	145.9
9547	147.4
408	148.0
2790	148.8
2885	150.1
7409	150.2
2773	150.3
131890	150.6
111	151.5
107	151.9
2826	152.9
6370	153.1
5908	153.5
10000	154.0
387	157.1
157	158.6
9844	158.8
5894	160.3
6773	161.3
5595	161.5
10235	161.6
6655	162.9
9475	165.1
8976	165.4
