Feature	Mean Rank
1297	3.0
5605	4.0
6709	4.3
51332	4.8
5604	6.7
1282	10.4
2675	12.6
5747	13.5
9252	14.2
6711	14.2
2260	15.4
776	15.7
4684	17.4
784	17.9
64096	19.7
779	20.6
1463	22.3
6654	22.6
375790	23.2
8911	23.6
2668	24.0
8913	24.7
5621	25.6
1286	29.0
7903	29.9
6710	30.3
4902	31.0
8912	32.0
778	32.4
5594	32.8
1280	34.9
256076	34.9
7529	36.0
57731	36.1
1284	37.2
6714	38.0
1385	38.5
1285	39.0
3845	39.0
6708	39.1
2885	40.1
783	41.4
8128	41.5
6900	41.9
1278	42.1
5894	43.4
2534	44.6
1292	44.7
5623	44.7
5595	45.5
4893	46.4
1299	47.6
6712	48.2
782	49.7
5786	50.1
3265	50.4
1281	51.0
785	51.2
1290	54.3
9048	55.1
1298	55.9
1277	56.2
1293	56.5
1287	57.4
2674	58.6
775	60.6
1289	61.4
1291	61.5
131873	62.5
