Feature	Mean Rank
3551	3.7
9641	4.3
7122	6.6
5163	8.9
3441	10.3
5518	10.6
8503	12.4
4950	13.4
10686	15.0
10379	16.1
5293	17.6
27102	18.9
7187	19.9
9071	21.9
3456	23.6
5602	24.2
1026	24.3
439996	27.0
1432	30.0
5010	31.1
23533	31.2
8517	31.3
10062	32.2
1950	33.2
3449	33.7
4790	33.8
57506	34.6
4938	35.6
3442	35.9
6654	36.0
3451	36.2
7186	37.8
6774	38.6
5290	41.3
5519	41.9
7098	42.0
3446	44.7
6041	45.6
7189	48.3
3443	48.7
148022	49.3
23562	49.4
9063	50.1
9075	50.2
3576	50.4
3452	50.5
26285	51.8
49861	52.1
9074	52.8
137075	53.4
975	53.7
9451	54.2
9076	55.1
3661	55.2
7124	58.1
3439	59.0
3445	59.0
4792	59.1
5601	59.6
8737	60.8
3665	60.9
10197	62.3
5296	65.0
5521	65.6
1366	69.1
5600	70.9
207	71.0
149461	71.0
5594	71.2
1965	72.0
55844	72.9
673	74.1
5295	75.4
5465	77.2
5970	77.4
2932	78.4
4893	78.5
6772	81.4
51208	81.4
7132	82.3
208	82.9
9080	83.2
5515	83.4
1956	83.9
1364	85.8
8554	85.8
7297	86.1
6300	86.3
1147	88.7
3659	89.9
3646	90.0
23586	90.6
10000	91.7
5294	92.1
3265	92.4
5595	93.5
3454	93.7
3444	94.7
949	94.8
29110	95.2
3949	96.7
5599	98.1
53842	98.4
3845	98.7
5522	99.0
8717	99.2
51588	99.5
3447	100.4
3434	100.6
3455	100.8
10401	101.5
9073	102.1
5603	102.2
7157	104.2
3440	104.5
6256	104.9
369	105.3
5610	107.9
2885	108.5
9021	108.7
5520	108.7
5516	108.8
5894	109.6
572	110.1
1365	110.2
4940	110.7
440275	111.1
24146	111.4
3448	112.5
3716	113.4
6655	113.5
4939	116.9
5291	117.4
6773	120.6
