Feature	Mean Rank
108	3.7
5518	3.8
2767	5.5
2784	6.0
5568	8.1
5499	8.5
2770	9.3
5153	9.6
10681	11.2
5567	12.0
5575	14.9
2788	15.6
2783	17.6
2781	17.8
23236	19.2
5331	19.6
2792	23.9
59345	23.9
5530	24.3
2775	26.6
55811	27.4
5519	28.3
3708	29.1
94235	29.7
4988	29.8
156	30.4
5573	30.8
84152	31.0
2787	32.0
5330	34.1
5173	34.3
814	34.8
5143	34.8
805	35.1
2791	35.3
2769	36.7
346562	37.5
5443	38.9
5321	42.1
5566	43.5
5144	43.8
55970	44.7
2773	45.6
5528	46.2
5515	46.8
114	48.0
5142	49.3
2774	49.7
3710	49.7
5516	50.5
5141	52.6
9630	53.2
2771	54.2
2780	54.2
5533	55.8
5576	55.8
5577	56.2
2786	56.3
2782	57.1
5136	57.6
5137	59.5
801	59.6
109	59.8
196883	60.5
51764	61.3
2785	61.7
112	63.0
107	63.7
5332	64.0
1020	64.0
54331	64.3
3709	64.5
2776	64.8
115	65.0
111	65.4
5534	66.1
5532	66.1
2793	68.0
2779	69.0
2790	70.8
808	72.6
113	73.9
1385	74.4
