Feature	Mean Rank
5568	5.7
108	11.1
5211	11.4
4711	12.5
5518	13.7
26330	14.3
55437	16.7
777	17.8
5163	18.3
8803	19.3
4698	19.7
5166	19.9
55066	20.2
4723	21.5
5165	22.9
4718	25.8
59345	26.1
1349	27.4
1375	29.0
1376	29.6
2775	30.6
114	31.7
5162	31.8
7384	31.8
2597	31.8
5207	34.0
2784	34.1
10476	34.8
5575	36.4
5313	36.5
1737	37.3
4704	37.5
506	40.1
2027	43.2
5567	44.1
513	45.4
5566	45.8
6514	46.3
10411	46.6
2180	47.1
5563	47.7
6392	47.9
4731	48.2
6833	49.3
1327	49.8
3420	51.5
2641	57.8
776	58.1
7388	59.5
1345	60.2
51085	60.4
5209	60.9
94235	62.8
9254	63.8
4709	64.0
2788	64.4
1350	65.1
2783	65.7
5210	66.4
5573	67.5
788	68.7
4694	69.2
2770	69.8
57546	69.9
8801	70.7
111	72.8
1738	73.3
3418	76.2
2023	76.4
196883	77.4
2194	77.7
4714	78.9
55811	82.1
5160	82.5
2108	83.0
2026	83.2
4697	83.3
55970	83.4
4728	85.9
783	87.8
7167	88.4
1340	88.8
4707	89.1
23530	91.0
5515	91.8
509	92.1
292	92.1
112	92.6
522	93.5
81617	95.1
2271	95.2
2778	98.1
1431	98.3
2782	98.5
5213	98.9
1337	101.7
784	102.0
7381	102.1
6391	102.7
4720	103.1
6616	106.6
9377	108.0
2110	108.5
4724	108.7
5091	110.5
5164	110.7
10554	111.4
10975	111.7
55967	111.9
11069	112.9
2109	113.0
113	113.0
29796	113.6
5576	114.2
32	114.6
5230	116.4
6945	117.2
229	120.7
54331	121.9
4726	123.5
515	124.6
51764	124.6
6513	124.7
4712	124.8
53632	125.7
1351	126.6
5519	127.7
4725	128.3
5564	128.9
4706	130.6
5223	130.7
31	131.5
4710	131.8
7086	135.5
6888	136.8
2785	138.3
2642	138.3
6812	138.3
5577	139.1
5224	139.6
54704	140.5
5516	141.7
51079	144.1
4702	144.3
109	146.3
4717	146.9
5565	147.1
3630	147.6
47	147.7
4716	148.1
6861	148.7
1743	150.0
10632	151.4
6389	151.8
92335	152.6
4967	152.7
3767	152.9
226	153.8
5562	154.0
6794	154.1
9551	154.6
4191	155.2
773	155.7
5214	156.1
6390	157.3
5528	157.3
2791	157.4
54205	158.4
4719	158.8
2645	160.6
2786	161.1
6844	162.9
5208	163.3
4722	164.0
115	164.0
2771	164.7
7386	166.3
775	166.6
51422	166.8
5571	167.4
514	168.6
4729	168.9
3421	169.3
107	169.6
6804	169.9
1537	170.6
521	171.2
4696	171.3
230	171.6
7385	171.9
51719	172.6
4705	172.7
2790	173.3
4701	175.0
8802	176.3
54539	177.9
27089	177.9
2787	178.0
3419	178.4
2821	178.8
5315	178.9
8050	181.8
50	182.0
374291	183.1
4713	183.7
516	184.4
291	185.3
539	187.1
498	187.2
1329	192.2
126328	193.0
4708	197.2
