Feature	Mean Rank
2767	5.8
108	6.3
5338	8.3
5320	8.6
5605	9.3
5331	9.5
5568	11.6
1432	11.8
5604	15.8
5602	16.5
5567	18.2
23236	19.1
5606	20.1
6654	20.8
778	21.0
468	22.6
3972	22.8
4215	23.9
3725	24.2
5578	24.6
818	24.9
50487	26.6
776	28.4
2778	29.7
26279	29.9
8681	30.8
2798	31.9
112	32.6
2488	34.2
5594	34.3
196883	37.4
51806	37.7
779	39.4
8398	39.7
3265	40.3
5601	41.4
391013	42.9
1839	44.3
805	45.4
775	47.2
3845	47.7
2002	48.1
817	49.3
4323	49.6
3708	50.1
2185	51.1
107	52.0
4893	52.3
5321	52.4
4216	54.0
5332	55.8
5580	56.3
6300	57.2
84647	57.2
998	57.6
3710	59.0
8399	59.8
114	60.1
4313	61.2
5603	62.5
815	62.7
5319	62.8
2776	62.9
5599	62.9
5579	62.9
5330	63.3
6714	63.5
5322	64.6
81579	64.7
163688	65.1
1081	65.7
6416	65.8
115	66.7
5894	67.3
5566	67.3
5598	67.5
10746	70.4
2885	70.9
5608	71.9
2796	72.0
1956	72.2
5595	73.0
111	73.1
123745	73.7
5613	75.8
816	76.2
113	76.2
2797	78.0
801	79.0
810	79.1
5609	79.4
64600	81.2
6655	81.5
109	81.6
5337	83.5
3709	84.4
30814	85.6
5600	86.4
808	87.2
4214	88.9
