Feature	Mean Rank
10213	2.3
4998	3.4
5682	5.3
5714	8.6
5684	9.4
5702	10.5
5709	11.3
5691	11.4
5707	12.1
9491	12.4
5689	12.9
23595	13.3
84515	13.4
5001	13.8
5717	15.9
5720	16.0
10197	18.6
5685	19.8
5711	20.3
5000	21.3
5718	22.2
5696	22.5
9861	24.7
5721	26.4
5719	26.7
5694	27.5
5701	29.3
5715	29.3
81620	29.8
5704	30.7
5708	31.0
5693	31.2
5695	31.4
990	33.6
7314	34.1
5688	35.6
5692	35.7
5716	37.0
5698	37.1
5686	37.7
5683	37.7
5713	38.1
5700	40.9
5710	41.9
5706	42.1
51053	42.5
5690	43.3
5699	43.5
23594	44.2
5705	44.7
5687	46.7
4999	46.9
