Feature	Mean Rank
643834	1.0
1297	3.7
1301	4.6
1358	6.9
1288	8.5
5222	9.6
1308	10.4
6519	11.4
23436	13.4
80781	14.2
206358	14.8
6547	17.4
1286	17.6
5646	17.9
482	20.4
1357	20.7
4311	20.7
1360	22.4
483	25.0
6520	26.2
50509	26.2
477	26.4
23439	26.7
23428	27.2
63036	27.8
480	29.3
3769	29.4
59272	30.7
1282	31.8
1504	32.3
117247	34.0
7373	35.0
5547	35.3
1299	35.7
486	39.1
481	39.2
1280	39.4
10136	40.0
8645	40.2
7512	40.3
1303	41.5
1803	41.6
5645	43.5
3783	44.0
1302	44.3
9056	44.6
6546	45.1
6550	46.4
3784	48.4
10008	51.6
1292	52.3
54407	53.2
643847	53.7
6510	54.3
1306	54.4
131873	55.5
6564	55.5
51032	56.2
476	57.7
1361	59.0
1293	59.7
478	60.2
4225	60.3
6505	60.8
1289	60.9
5644	61.9
1506	61.9
1277	63.6
1278	63.8
4224	64.1
1359	64.2
1287	64.6
1298	65.6
2006	65.8
1281	66.2
1291	67.3
1290	69.3
1284	69.8
6543	70.3
11136	71.2
340024	73.9
