Feature	Mean Rank
9641	1.7
171568	2.6
3551	2.7
3441	6.6
340061	11.6
3456	11.7
834	14.9
3661	15.9
8517	16.2
3449	16.8
3442	17.5
3444	17.6
11128	17.6
103	17.7
3451	18.0
3569	18.4
81030	18.4
11277	19.7
3606	20.3
4792	22.1
3452	22.4
3445	23.0
3443	26.2
9533	26.7
8737	26.9
4790	28.3
9447	28.8
3627	29.5
6352	29.7
84265	30.3
10622	31.7
57506	34.5
1147	35.1
5440	35.4
3440	35.5
23586	36.1
11035	36.2
10621	36.4
3439	36.6
3665	37.6
5970	38.2
4793	38.9
5441	39.5
29108	39.6
10623	42.3
55703	43.2
51728	43.9
661	44.5
9560	44.6
51082	44.8
3447	45.2
90865	46.1
3553	46.2
29110	46.7
3448	49.7
3446	49.9
5437	50.2
6351	50.8
5435	50.8
