Feature	Mean Rank
8871	2.7
5728	2.9
10423	5.3
5288	6.2
5331	7.7
5333	9.5
5293	10.1
8395	11.0
138429	12.0
27124	12.8
23396	13.1
5290	13.9
200576	14.1
56623	14.7
7167	15.7
5298	16.2
8821	22.6
8396	22.8
55586	22.9
253430	23.9
5335	25.1
5305	25.8
5286	27.1
3636	27.3
5336	27.4
51763	27.6
3628	28.9
51477	31.1
89869	31.3
3613	32.2
5287	34.9
3632	35.0
23236	35.9
55361	36.4
5291	36.5
113026	36.9
79837	37.0
55300	37.2
5297	37.9
4952	38.6
3705	38.6
3706	41.0
51196	41.4
5294	41.7
5332	41.8
8394	42.4
5289	42.9
3612	43.0
3633	43.7
3631	43.8
64768	44.4
84812	44.5
8867	44.9
5330	44.9
3707	46.3
9562	47.6
4329	49.9
