Feature	Mean Rank
993	4.2
1026	4.3
898	4.7
902	6.0
10213	6.0
5714	7.1
6502	10.3
1022	10.8
5718	12.6
1163	13.7
5682	14.1
5711	14.8
5925	16.3
4331	16.6
1017	17.4
5684	20.7
5704	22.9
8900	23.0
9491	24.0
9134	24.0
5689	25.0
5717	26.6
6500	26.9
5694	28.1
5721	28.3
5707	28.3
5719	28.9
5691	29.6
890	30.8
5696	30.8
5706	32.3
5709	33.4
5716	34.1
10197	34.7
5702	34.8
5686	35.8
7314	36.3
5683	36.7
5692	36.8
5695	37.2
5687	38.1
5710	38.7
5698	39.7
5685	39.8
8454	42.2
5701	42.7
5715	42.9
5693	43.4
5700	44.7
5699	44.9
5720	44.9
5688	45.1
5713	45.5
5690	47.6
5708	48.3
9861	48.5
7465	51.0
5705	54.1
