Feature	Mean Rank
1445	1.0
5518	3.6
920	7.7
3127	9.1
80380	13.0
5527	13.0
3932	13.2
3109	13.2
917	13.8
9402	14.6
29126	15.0
5519	15.6
4067	16.0
5058	18.2
5062	19.5
916	19.7
5777	20.0
3118	23.0
3122	23.3
7525	23.5
8764	23.6
5295	23.7
5290	24.7
5526	26.8
5525	28.3
915	30.6
208	31.5
3113	32.5
117145	32.7
942	33.0
941	33.9
3112	34.0
57761	34.5
3119	34.6
29851	35.5
5516	36.2
940	36.5
207	38.9
2534	39.3
6714	39.3
1326	39.5
253260	39.6
3115	40.7
23308	41.6
3111	42.1
5515	43.1
151888	44.4
5879	46.4
10000	46.5
3123	46.5
9020	48.5
7409	48.7
998	48.8
5133	48.9
5528	49.2
79109	50.7
3108	50.8
64223	51.0
1493	51.1
5170	51.3
3117	52.6
2885	52.9
2475	56.2
5781	56.2
3125	58.5
919	59.1
