Feature	Mean Rank
6196	7.6
5604	8.0
5502	8.0
1387	8.3
2905	8.5
5605	10.3
5568	11.4
5499	11.6
5567	12.6
5331	16.4
63928	17.2
23236	18.8
114	21.9
5906	22.5
468	22.5
3265	22.7
10411	22.8
818	22.9
11261	22.9
3710	23.1
6195	23.4
5330	24.1
5578	24.1
51806	24.9
5594	27.2
817	29.4
2904	29.9
2776	31.3
5535	31.4
5579	35.0
2903	35.1
2915	35.8
5894	35.8
814	35.9
3708	36.1
107	36.4
805	36.8
2033	39.1
6197	40.9
5582	42.1
5530	42.2
2890	42.9
775	43.7
3845	43.7
3709	44.6
163688	44.7
5595	45.8
5566	45.8
27330	46.2
5613	46.5
673	48.4
2906	48.8
5500	50.0
816	50.0
4893	50.3
369	50.8
5501	51.2
5533	51.3
815	52.6
5532	53.0
5908	53.1
810	53.9
2891	54.7
5534	54.8
808	55.2
5332	55.3
2902	56.7
2911	57.9
4659	58.0
801	58.2
