Feature	Mean Rank
8871	2.8
5728	4.0
5288	6.8
10423	6.9
5333	7.3
8503	7.5
5331	7.7
1606	10.2
5293	11.2
5298	12.9
8395	13.2
56623	14.6
5290	18.1
200576	18.9
1040	24.0
5296	24.1
27124	24.9
8525	25.5
5335	26.7
23396	27.4
8821	27.7
5305	27.9
5578	29.2
8396	29.3
23533	30.3
5336	30.9
163688	34.8
5287	35.0
55300	35.6
801	36.2
3709	36.8
1608	37.1
89869	37.2
3613	38.4
9162	39.2
8760	39.6
51196	40.4
51763	40.5
3635	41.8
3708	42.0
113026	42.1
3710	43.4
160851	44.4
3706	45.1
3628	46.4
8527	46.8
1607	47.0
23236	50.4
3636	50.5
5294	51.1
51806	51.6
5332	51.7
5297	52.0
5330	52.2
5289	52.4
64768	52.6
3631	53.1
3705	53.3
5579	54.2
55361	54.4
4952	54.5
810	55.0
3612	55.1
79837	57.3
5295	58.1
8526	58.9
3707	59.0
3633	59.5
8867	60.5
84812	60.6
5291	60.7
1609	62.0
8394	62.4
805	62.8
5286	62.9
5582	63.0
3632	63.0
808	66.4
