Feature	Mean Rank
54578	6.0
10941	6.2
2954	6.6
54575	7.2
1544	7.2
4258	8.6
54576	8.7
2940	11.3
8644	11.7
2952	13.2
124	14.5
125	14.6
7367	15.8
2949	16.2
2944	17.3
1646	18.8
1559	22.3
1545	23.9
1562	24.0
221357	24.5
1577	25.2
29785	25.6
220	25.8
222	25.9
4257	28.8
4259	29.4
27294	30.7
54579	30.9
130	31.8
7363	32.8
221	32.9
2947	33.3
54577	34.3
54658	34.6
1557	35.2
2946	37.5
1558	38.2
2941	38.7
2938	40.2
1571	40.6
54600	40.6
7366	42.9
2939	43.4
1543	43.8
7365	44.3
1645	45.3
2950	46.5
7364	46.6
54657	46.9
10720	47.1
54490	47.6
79799	47.7
64816	50.3
1109	51.1
128	51.2
127	52.0
131	52.0
1555	52.4
119391	53.1
2953	54.4
9446	55.8
1551	56.5
373156	56.9
1576	58.8
126	60.5
2948	60.9
54659	61.1
2052	61.1
218	61.3
1572	61.9
