Feature	Mean Rank
10507	1.0
3326	2.9
388	5.5
56896	6.5
10371	8.5
8829	9.1
10154	12.0
391	13.7
10570	13.9
3985	14.8
6237	15.1
55558	16.0
5788	16.0
7305	16.9
80031	17.0
6093	20.3
64218	22.2
57556	22.9
103910	24.1
5364	26.0
23396	26.1
9826	26.2
1020	26.4
3688	26.9
4233	30.8
389	30.8
5362	31.4
5361	31.5
3984	33.3
8482	34.3
5058	34.6
23365	35.2
1400	35.6
8851	37.5
10398	38.2
971	38.9
5879	39.7
27289	40.1
9475	40.8
3320	41.0
5365	41.5
998	42.1
9855	42.6
387	44.3
2932	45.0
2909	45.9
9037	46.6
4629	46.6
1809	46.8
91584	46.9
2534	47.1
2242	47.1
23129	47.4
54209	47.4
1072	48.1
7094	48.6
2064	48.8
5880	48.8
4628	49.5
9723	49.7
79784	50.6
4637	51.1
4627	51.7
3672	52.7
5062	55.0
1808	55.4
