Feature	Mean Rank
7450	4.8
2160	5.7
2	6.4
2152	6.9
5340	10.0
728	10.3
714	10.6
5104	10.9
729	11.6
721	11.9
1378	13.2
623	13.9
1675	17.2
629	17.4
2153	19.1
735	20.2
5329	21.5
2243	21.6
2158	26.8
2266	27.3
713	27.6
715	27.9
727	29.1
1380	29.8
462	29.9
624	30.1
720	30.9
712	32.6
5627	34.8
3426	35.8
730	36.2
5345	36.2
1361	36.4
2159	36.7
5327	36.9
3827	37.3
2157	38.2
5648	39.7
5054	39.8
2161	40.5
10747	41.2
7035	41.4
2149	41.4
2165	41.8
710	42.8
725	43.3
966	43.8
716	44.9
4153	45.4
733	46.3
717	46.6
731	47.5
5624	47.7
5265	48.6
732	49.3
2155	49.5
7056	50.1
719	50.7
4179	51.8
2244	51.8
3818	51.9
5328	52.5
3053	52.5
3075	54.5
718	57.4
722	58.4
2162	58.5
1604	60.7
