Feature	Mean Rank
4718	4.3
84701	4.5
56901	5.7
4711	7.9
27068	10.4
1349	11.1
7384	12.2
4723	12.9
1346	13.7
534	14.2
4698	14.4
4704	15.3
1327	16.1
4731	17.3
535	23.2
513	23.3
125965	25.9
533	26.4
51382	26.5
9114	27.3
23545	28.3
6392	28.3
4707	28.3
495	28.5
10476	29.5
4714	30.2
4694	32.8
528	34.2
518	35.6
515	35.9
7388	36.1
29796	36.9
440567	37.5
51606	37.7
1355	39.0
127124	39.8
1345	39.9
1353	40.5
1352	42.9
245973	42.9
1350	43.3
4728	45.5
1337	45.7
517	46.3
529	47.4
522	48.6
496	49.0
479	50.9
50617	52.6
9551	52.6
55967	54.0
4697	54.4
506	54.6
4720	55.7
4709	59.1
4706	59.3
1347	60.1
527	60.9
4702	61.5
1351	61.9
4717	64.1
521	64.2
4716	64.5
4719	64.7
245972	66.0
4724	66.1
4712	68.2
10063	68.4
4710	69.0
498	69.4
4726	69.5
10312	69.9
9296	72.4
7381	72.6
1340	75.5
170712	75.7
10632	76.8
525	77.2
514	77.6
4713	78.4
7386	79.0
6391	79.1
4705	80.7
1339	82.3
64077	83.6
5464	84.6
54539	84.7
4701	85.2
4696	85.4
155066	85.7
51079	85.8
539	86.2
537	86.7
341947	88.2
509	88.6
374291	88.8
523	89.1
9377	89.6
1537	89.6
90423	90.0
6389	90.4
7385	92.4
4708	92.7
10975	94.3
4725	95.5
126328	95.8
6390	96.6
4722	97.6
9550	97.6
8992	98.2
526	100.0
516	100.0
27089	103.1
1329	105.1
4729	106.8
