Feature	Mean Rank
58494	2.9
260425	5.0
3993	7.6
4622	7.7
7122	8.0
5581	10.9
8573	11.0
5728	12.8
6709	14.1
5518	14.8
88	15.0
9074	18.6
9218	19.0
10627	19.6
57530	21.3
6237	23.3
5521	23.9
11336	24.2
2770	25.5
10686	26.3
4950	26.3
9071	29.6
8189	30.2
5010	32.6
49861	33.3
84612	34.0
60	36.2
9223	36.8
29119	37.6
137075	38.2
10207	38.7
5865	39.7
9076	41.5
5872	44.5
7525	45.6
4619	46.6
56288	47.1
27134	47.2
71	48.6
50855	48.7
4636	48.7
2036	50.6
84552	50.9
4625	51.3
60412	51.7
4893	51.9
5519	52.6
53842	53.9
1019	56.1
154810	56.7
1366	57.2
22800	57.7
9863	58.2
23562	59.0
1496	59.6
5588	61.3
5578	61.6
5580	63.5
8777	64.5
4620	64.6
1459	66.1
92359	68.0
5590	70.1
23136	71.5
2017	72.0
22808	72.0
81	72.4
4621	72.8
2037	73.8
93643	73.9
208	74.8
22989	75.6
1457	76.4
87	78.1
2771	78.2
10398	78.3
9075	78.4
83700	79.6
5579	80.2
9073	80.7
4629	81.7
55844	82.6
3265	83.6
103910	83.6
5522	84.0
6714	84.2
4624	84.6
1499	85.1
9080	85.2
4301	86.7
207	87.5
149461	87.5
3996	88.5
4633	88.5
1364	88.8
26285	89.5
5516	90.2
29895	92.7
387	92.9
8735	93.1
4627	94.1
998	95.9
5584	96.3
58498	97.0
55870	98.1
3845	98.4
150084	98.4
57644	98.8
1495	99.0
5520	99.3
24146	99.4
51208	99.6
5515	100.4
2035	100.8
5583	101.5
10000	102.8
89	102.9
79784	103.4
93408	104.9
7082	104.9
64398	104.9
4626	105.1
5582	106.1
51776	106.9
9414	108.2
1365	108.7
8531	109.9
3059	110.8
4628	112.1
1460	112.6
2773	114.8
50848	122.5
