Feature	Mean Rank
3551	3.4
5518	5.6
8503	10.4
5331	11.7
2767	12.5
7042	12.8
2775	13.3
714	14.5
5293	14.6
5602	14.6
3593	14.7
712	16.2
51135	17.3
1432	17.9
2770	19.2
4790	22.1
713	22.6
2778	23.8
3654	25.2
3569	26.1
3456	26.3
7124	26.6
5601	30.8
917	31.4
54106	33.6
5519	34.8
8517	35.8
7046	36.0
55844	36.4
23533	36.9
4087	37.0
3576	38.3
148022	39.7
2769	40.5
4088	40.6
10333	41.4
7189	42.3
5970	42.5
6300	42.6
5295	42.8
6352	42.9
5054	47.0
916	47.4
4843	48.1
3458	48.6
5290	48.6
23236	51.4
915	52.7
5521	53.3
5600	53.4
5599	54.1
7040	54.2
4792	54.3
5330	55.0
2773	57.3
6349	58.8
5291	59.4
6348	59.9
355	61.0
5594	61.1
207	61.7
841	61.9
624	62.7
1636	63.0
3459	63.1
2774	63.9
811	64.1
5595	65.8
1147	67.5
7099	68.9
5516	70.4
7132	70.7
4615	71.2
5522	71.7
208	72.0
5296	72.2
3460	73.5
3592	74.2
2771	74.3
107	74.5
3725	74.5
5332	76.6
7097	76.6
7048	76.8
718	77.2
2776	77.6
3558	78.3
356	78.9
9630	79.9
5603	80.5
5515	80.6
6347	80.6
8837	81.4
7043	81.7
414062	82.6
5294	83.0
10000	83.0
2353	84.2
5520	86.1
3586	86.5
6416	88.9
3553	89.6
8772	92.1
919	92.2
