Feature	Mean Rank
2767	6.6
5568	8.9
4711	10.6
26330	12.8
3790	14.1
4718	14.3
777	15.1
7384	16.2
2597	16.7
8803	17.2
4723	17.6
10476	18.5
1349	18.8
10681	19.8
150	21.3
4698	21.9
2775	22.6
2784	25.4
59345	26.6
1327	28.3
3420	29.9
5211	29.9
6514	31.6
2770	32.1
10411	32.2
5162	35.3
5575	36.4
5331	36.8
5567	38.6
7388	38.8
2027	40.1
1737	40.3
506	41.5
5210	42.0
5209	42.4
4731	42.8
4704	43.4
5207	44.9
513	46.8
3418	48.1
6392	49.4
114	51.3
2023	53.4
2788	53.6
2783	53.8
5313	55.5
1350	56.1
23236	56.7
7381	56.7
1345	56.8
4709	59.6
6833	60.0
776	60.2
2026	60.7
94235	60.9
4694	61.1
1340	61.4
9254	61.7
4714	63.0
5566	64.1
5160	66.2
2778	67.0
2108	67.6
784	69.7
8801	70.0
2864	70.4
23530	71.5
5573	71.6
5091	75.7
1738	76.1
6513	76.9
55970	77.6
111	78.1
509	79.3
4697	79.8
6391	81.9
5578	82.2
2109	83.2
522	83.5
3708	83.9
4707	86.2
7167	86.3
6616	86.9
1431	89.2
2271	90.1
2740	90.3
4728	93.3
2641	93.4
29796	94.1
1337	95.2
55967	97.2
5906	97.7
4706	99.2
112	101.5
2792	101.8
5577	102.1
9377	102.2
3747	103.6
292	105.0
2769	105.8
4724	107.0
5213	107.1
152	108.7
2782	110.2
4725	110.4
5230	112.0
2110	112.0
10975	112.4
1131	112.6
1351	112.9
5576	112.9
11069	114.4
26251	115.2
515	115.4
4726	116.5
3745	117.0
4720	119.9
4712	119.9
783	122.2
54205	122.5
229	123.2
10632	123.3
4702	123.6
9630	125.8
4716	126.6
51764	126.9
1743	126.9
6812	127.6
54331	128.7
5224	130.8
6861	131.0
5908	132.3
4696	133.2
9551	133.4
2791	133.7
2786	134.1
3767	134.1
3630	134.2
4710	134.3
226	135.0
5208	135.3
5223	135.4
521	137.0
230	138.8
6389	139.0
6804	139.1
773	139.4
3709	141.5
4191	141.7
6844	142.5
4717	143.2
51079	143.2
5214	143.7
4729	143.8
2776	144.8
2785	145.8
9495	146.6
4722	147.2
4705	148.8
2645	148.8
8802	149.6
1537	152.0
50	152.6
5330	152.8
7385	153.2
7386	153.4
2787	154.0
4719	154.7
4967	155.3
514	156.4
2793	156.8
6390	157.4
4701	157.9
2821	159.0
3710	159.8
2790	159.8
3419	160.6
3421	160.6
2771	160.7
4082	160.8
374291	162.0
5315	162.0
27089	163.1
291	163.2
54539	167.0
775	167.8
8050	168.2
539	169.5
4708	170.2
8826	171.1
126328	173.1
498	173.3
4713	174.9
516	176.3
1329	178.9
